      #Energy        TDOS
     -20.98556       0.00000
     -20.95756       0.00000
     -20.92856       0.00000
     -20.90056       0.00000
     -20.87256       0.00000
     -20.84456       0.00000
     -20.81656       0.00000
     -20.78856       0.00000
     -20.76056       0.00000
     -20.73256       0.00000
     -20.70456       0.00000
     -20.67656       0.00000
     -20.64856       0.00000
     -20.62056       0.00000
     -20.59256       0.00000
     -20.56456       0.00000
     -20.53656       0.00000
     -20.50856       0.00000
     -20.48056       0.00000
     -20.45256       0.00000
     -20.42456       0.00000
     -20.39656       0.00000
     -20.36856       0.00000
     -20.34056       0.00000
     -20.31156       0.00000
     -20.28356       0.00000
     -20.25556       0.00000
     -20.22756       0.00000
     -20.19956       0.00000
     -20.17156       0.00000
     -20.14356       0.00000
     -20.11556       0.00000
     -20.08756       0.00000
     -20.05956       0.00000
     -20.03156       0.00000
     -20.00356       0.00000
     -19.97556       0.00000
     -19.94756       0.00000
     -19.91956       0.00000
     -19.89156       0.00000
     -19.86356       0.00000
     -19.83556       2.85200
     -19.80756      11.41000
     -19.77956       0.00000
     -19.75156       5.70500
     -19.72356       0.00000
     -19.69456      21.72000
     -19.66656       5.70500
     -19.63856       0.00000
     -19.61056       5.71000
     -19.58256      20.84000
     -19.55456      17.11000
     -19.52656      11.41000
     -19.49856       0.00000
     -19.47056       0.00000
     -19.44256       3.58900
     -19.41456      17.11000
     -19.38656      22.39000
     -19.35856      28.71000
     -19.33056      11.40000
     -19.30256       7.10400
     -19.27456      14.79000
     -19.24656      45.40000
     -19.21856      14.50000
     -19.19056       6.27800
     -19.16256       5.73400
     -19.13456      36.46000
     -19.10656      11.50000
     -19.07756      11.77000
     -19.04956      22.91000
     -19.02156      30.27000
     -18.99356      27.27000
     -18.96556       8.24600
     -18.93756       0.00000
     -18.90956       0.00000
     -18.88156       6.11600
     -18.85356       9.65100
     -18.82556       4.98600
     -18.79756      28.49000
     -18.76956       5.70500
     -18.74156       0.00000
     -18.71356       0.00000
     -18.68556       0.00000
     -18.65756       0.00000
     -18.62956       0.00000
     -18.60156       0.00000
     -18.57356       0.00000
     -18.54556       5.70500
     -18.51756       0.00000
     -18.48956       0.00000
     -18.46056       0.00000
     -18.43256       0.00000
     -18.40456       0.00000
     -18.37656      17.11000
     -18.34856       0.00000
     -18.32056       0.00000
     -18.29256       0.00000
     -18.26456       0.00000
     -18.23656       0.00000
     -18.20856      86.99000
     -18.18056      14.26000
     -18.15256      17.12000
     -18.12456      17.11000
     -18.09656      16.09000
     -18.06856       1.40200
     -18.04056       0.00000
     -18.01256       0.00000
     -17.98456       0.00000
     -17.95656       0.00000
     -17.92856       0.00000
     -17.90056       0.00000
     -17.87256       0.00000
     -17.84356       0.00000
     -17.81556       0.00000
     -17.78756       0.00000
     -17.75956       0.00000
     -17.73156       0.00000
     -17.70356       0.00000
     -17.67556       0.00000
     -17.64756       0.00000
     -17.61956       0.00000
     -17.59156       0.00000
     -17.56356       0.00000
     -17.53556       0.00000
     -17.50756       0.00000
     -17.47956       0.00000
     -17.45156       0.00000
     -17.42356       0.00000
     -17.39556       0.00000
     -17.36756       0.00000
     -17.33956       0.00000
     -17.31156       0.00000
     -17.28356       0.00000
     -17.25556       0.00000
     -17.22656       0.00000
     -17.19856       0.00000
     -17.17056       0.00000
     -17.14256       0.00000
     -17.11456       0.00000
     -17.08656       0.00000
     -17.05856       0.00000
     -17.03056       0.00000
     -17.00256       0.00000
     -16.97456       0.00000
     -16.94656       0.00000
     -16.91856       0.00000
     -16.89056       0.00000
     -16.86256       0.00000
     -16.83456       0.00000
     -16.80656       0.00000
     -16.77856       0.00000
     -16.75056       0.00000
     -16.72256       0.00000
     -16.69456       0.00000
     -16.66656       0.00000
     -16.63856       0.00000
     -16.60956       0.00000
     -16.58156       0.00000
     -16.55356       0.00000
     -16.52556       0.00000
     -16.49756       0.00000
     -16.46956       0.00000
     -16.44156       0.00000
     -16.41356       0.00000
     -16.38556       0.00000
     -16.35756       0.00000
     -16.32956       0.00000
     -16.30156       0.00000
     -16.27356       0.00000
     -16.24556       0.00000
