      #Energy        TDOS
     -16.21756       0.00000
     -16.18956       0.00000
     -16.16156       0.00000
     -16.13356       0.00000
     -16.10556       0.00000
     -16.07756       0.00000
     -16.04956       0.00000
     -16.02156       0.00000
     -15.99256       0.00000
     -15.96456       0.00000
     -15.93656       0.00000
     -15.90856       0.00000
     -15.88056       0.00000
     -15.85256       0.00003
     -15.82456       0.00000
     -15.79656       0.00000
     -15.76856       0.00000
     -15.74056       1.92200
     -15.71256       0.00000
     -15.68456      14.89000
     -15.65656       0.00000
     -15.62856       0.00000
     -15.60056       0.00000
     -15.57256       0.00000
     -15.54456       0.00000
     -15.51656      28.52000
     -15.48856       0.00000
     -15.46056       0.00000
     -15.43256       0.00000
     -15.40456       0.00000
     -15.37556       0.00000
     -15.34756       0.00000
     -15.31956       0.00000
     -15.29156       2.85100
     -15.26356       0.00000
     -15.23556      17.11000
     -15.20756       0.21730
     -15.17956       0.00000
     -15.15156       0.00000
     -15.12356      17.11000
     -15.09556       1.44300
     -15.06756       0.00000
     -15.03956      34.15000
     -15.01156       0.00000
     -14.98356       0.00000
     -14.95556       0.00000
     -14.92756       0.00000
     -14.89956       0.00000
     -14.87156       0.00000
     -14.84356       0.00000
     -14.81556       0.00000
     -14.78756       0.00000
     -14.75856       0.00000
     -14.73056       0.00000
     -14.70256       0.00000
     -14.67456       0.00000
     -14.64656      33.39000
     -14.61856       0.00000
     -14.59056       0.00000
     -14.56256       0.00000
     -14.53456       0.12900
     -14.50656       0.00000
     -14.47856       0.00000
     -14.45056       0.00000
     -14.42256       0.00000
     -14.39456       0.00000
     -14.36656       5.70500
     -14.33856      17.11000
     -14.31056       0.00000
     -14.28256       1.14000
     -14.25456       0.15190
     -14.22656       0.00000
     -14.19856       0.00000
     -14.16956      11.32000
     -14.14156       0.00000
     -14.11356      34.23000
     -14.08556       0.00000
     -14.05756      11.41000
     -14.02956      20.96000
     -14.00156       0.00000
     -13.97356       0.00000
     -13.94556       0.00000
     -13.91756       0.00000
     -13.88956       0.00000
     -13.86156       9.86700
     -13.83356       5.78600
     -13.80556       0.00000
     -13.77756       5.70100
     -13.74956      11.41000
     -13.72156       0.00000
     -13.69356      11.02000
     -13.66556      11.40000
     -13.63756       5.70600
     -13.60956      14.24000
     -13.58156       0.70840
     -13.55256       0.00000
     -13.52456      59.24000
     -13.49656      15.82000
     -13.46856       0.46670
     -13.44056      50.49000
     -13.41256       0.00000
     -13.38456       7.59100
     -13.35656      44.17000
     -13.32856      11.41000
     -13.30056      17.52000
     -13.27256      51.03000
     -13.24456      19.07000
     -13.21656       0.00000
     -13.18856       0.00000
     -13.16056      17.11000
     -13.13256       2.84400
     -13.10456       0.00000
     -13.07656       0.00000
     -13.04856       0.00000
     -13.02056       0.00000
     -12.99256       0.00000
     -12.96456       0.00000
     -12.93556       0.00000
     -12.90756       0.00000
     -12.87956       0.00000
     -12.85156       0.00000
     -12.82356      17.11000
     -12.79556      30.64000
     -12.76756       0.00000
     -12.73956       0.00000
     -12.71156       0.00000
     -12.68356       0.00000
     -12.65556       0.00000
     -12.62756       0.00000
     -12.59956       0.00000
     -12.57156       0.00000
     -12.54356       0.00000
     -12.51556       0.00000
     -12.48756       0.00000
     -12.45956       0.00000
     -12.43156       0.00000
     -12.40356       0.00000
     -12.37556       0.00000
     -12.34756       0.00000
     -12.31856       0.00000
     -12.29056      16.85000
     -12.26256       0.00000
     -12.23456       0.00000
     -12.20656       0.00000
     -12.17856       0.00000
     -12.15056       0.00000
     -12.12256       0.00000
     -12.09456       0.00000
     -12.06656       0.00000
     -12.03856       0.00000
     -12.01056       0.00000
     -11.98256       0.00000
     -11.95456       0.00000
     -11.92656       0.00000
     -11.89856       0.00000
     -11.87056      33.54000
     -11.84256       0.00000
     -11.81456       0.00000
     -11.78656       9.20200
     -11.75856       0.00000
     -11.73056       0.00000
     -11.70156       0.00000
     -11.67356       0.00000
     -11.64556       0.00000
     -11.61756       0.00000
     -11.58956       0.00000
     -11.56156       0.00000
     -11.53356      34.23000
     -11.50556       0.00000
     -11.47756       0.00000
     -11.44956       0.00000
     -11.42156       0.00000
     -11.39356       0.00000
     -11.36556       0.00000
     -11.33756       0.00000
     -11.30956       0.00000
     -11.28156       0.00000
     -11.25356       0.00000
     -11.22556       0.00000
     -11.19756       0.00000
     -11.16956       0.00000
     -11.14156       0.00000
     -11.11356       0.00000
     -11.08456       0.00000
     -11.05656       0.00000
     -11.02856       0.00000
     -11.00056       0.00000
     -10.97256       0.00000
     -10.94456       0.00000
     -10.91656       0.00000
     -10.88856       0.00000
     -10.86056       0.00000
     -10.83256       0.00000
     -10.80456       0.00000
     -10.77656       0.00000
     -10.74856       0.00000
     -10.72056       0.00000
     -10.69256       0.00000
     -10.66456       0.00000
     -10.63656       0.00000
     -10.60856       0.00000
     -10.58056      12.58000
     -10.55256       0.00000
     -10.52456       0.00000
     -10.49656       0.00000
     -10.46756       0.00010
     -10.43956       0.00000
     -10.41156       0.00000
     -10.38356       0.00000
     -10.35556       0.00000
     -10.32756       0.00000
     -10.29956       0.00000
     -10.27156       0.00000
     -10.24356       0.00000
     -10.21556      17.11000
     -10.18756       0.00000
     -10.15956       0.00000
     -10.13156       0.00000
     -10.10356       0.00000
     -10.07556       0.00000
     -10.04756       0.00000
     -10.01956       0.00000
      -9.99156       7.63100
      -9.96356       0.00000
      -9.93556       0.00000
      -9.90756       0.00000
      -9.87956       0.00000
      -9.85056       0.00000
      -9.82256       0.00000
      -9.79456       0.00000
      -9.76656       0.00000
      -9.73856       0.00000
      -9.71056       0.00000
      -9.68256       0.00000
      -9.65456       0.00000
      -9.62656       0.00000
      -9.59856       0.00000
      -9.57056       0.00000
      -9.54256       0.00000
      -9.51456       0.00000
      -9.48656       0.00000
      -9.45856       0.00000
      -9.43056       0.00000
      -9.40256       0.00000
      -9.37456       0.00000
      -9.34656       0.00000
      -9.31856       0.95060
      -9.29056       0.00000
      -9.26256       0.00000
      -9.23356      22.97000
      -9.20556       0.00000
      -9.17756       0.00000
      -9.14956       0.00000
      -9.12156       0.00000
      -9.09356       0.00000
      -9.06556       0.00000
      -9.03756       0.00000
      -9.00956       0.00000
      -8.98156       0.00000
      -8.95356       0.00000
      -8.92556       0.00000
      -8.89756       0.00000
      -8.86956       0.00000
      -8.84156       0.00000
      -8.81356       5.53400
      -8.78556       0.00000
      -8.75756       0.00000
      -8.72956       0.00000
      -8.70156       0.00000
      -8.67356       0.00000
      -8.64556      46.75000
      -8.61656       0.00000
      -8.58856       0.00000
      -8.56056       0.00000
      -8.53256       0.00000
      -8.50456       0.00000
      -8.47656       0.00000
      -8.44856       0.00000
      -8.42056       0.00000
      -8.39256       0.00000
      -8.36456       0.00000
      -8.33656       0.00000
      -8.30856       0.00000
      -8.28056       0.00000
      -8.25256       0.00000
      -8.22456       0.00000
      -8.19656       0.00000
      -8.16856       0.00000
      -8.14056       0.00000
      -8.11256      25.32000
      -8.08456       0.00000
      -8.05656       0.00000
      -8.02856       0.01229
      -7.99956      10.59000
      -7.97156       0.00000
      -7.94356       0.00000
      -7.91556       0.00000
      -7.88756       0.00000
      -7.85956       0.00000
      -7.83156       0.00000
      -7.80356       0.00000
      -7.77556       0.00000
      -7.74756       0.00000
      -7.71956       0.00000
      -7.69156      22.19000
      -7.66356       0.00000
      -7.63556       0.00000
      -7.60756       0.00000
      -7.57956       0.00000
      -7.55156       0.00000
      -7.52356       0.00000
      -7.49556       6.34700
      -7.46756       0.00005
      -7.43956      23.08000
      -7.41156      14.26000
      -7.38256       5.70500
      -7.35456      14.26000
      -7.32656       0.00000
      -7.29856      11.47000
      -7.27056       4.31600
      -7.24256       5.70500
      -7.21456       5.70700
      -7.18656      11.47000
      -7.15856      11.41000
      -7.13056       0.00000
      -7.10256       0.00039
      -7.07456      20.51000
      -7.04656      28.44000
      -7.01856      28.52000
      -6.99056       0.00203
      -6.96256      43.38000
      -6.93456      17.94000
      -6.90656      15.82000
      -6.87856      11.37000
      -6.85056       5.70500
      -6.82256      51.34000
      -6.79356       5.70500
      -6.76556       0.00000
      -6.73756       5.64700
      -6.70956      11.29000
      -6.68156      16.38000
      -6.65356       5.70500
      -6.62556      16.65000
      -6.59756      25.48000
      -6.56956       0.21010
      -6.54156      11.43000
      -6.51356      24.41000
      -6.48556       5.70500
      -6.45756      12.25000
      -6.42956       5.70500
      -6.40156      25.93000
      -6.37356       5.70500
      -6.34556      11.28000
      -6.31756       5.70500
      -6.28956       5.65100
      -6.26156      15.07000
      -6.23356      13.28000
      -6.20556      25.85000
      -6.17656      17.11000
      -6.14856      34.23000
      -6.12056      17.12000
      -6.09256      28.52000
      -6.06456      16.66000
      -6.03656      11.58000
      -6.00856      23.00000
      -5.98056       5.69500
      -5.95256      17.11000
      -5.92456       1.87400
      -5.89656      11.41000
      -5.86856      34.23000
      -5.84056      11.49000
      -5.81256      41.38000
      -5.78456      22.59000
      -5.75656      19.67000
      -5.72856      21.00000
      -5.70056      11.77000
      -5.67256      13.98000
      -5.64456      21.97000
      -5.61656      18.16000
      -5.58856      21.83000
      -5.55956      13.05000
      -5.53156       5.70500
      -5.50356      20.27000
      -5.47556      17.07000
      -5.44756      14.20000
      -5.41956      16.99000
      -5.39156      11.22000
      -5.36356      28.10000
      -5.33556       6.65900
      -5.30756       8.76000
      -5.27956      27.83000
      -5.25156      22.80000
      -5.22356      14.95000
      -5.19556      47.41000
      -5.16756      15.60000
      -5.13956      11.45000
      -5.11156       8.19100
      -5.08356      11.92000
      -5.05556      25.56000
      -5.02756      28.52000
      -4.99956      11.42000
      -4.97156      27.51000
      -4.94256      11.59000
      -4.91456      19.48000
      -4.88656       5.70000
      -4.85856      24.85000
      -4.83056      11.41000
      -4.80256       5.92500
      -4.77456      11.41000
      -4.74656      12.26000
      -4.71856      18.34000
      -4.69056       8.20400
      -4.66256      17.11000
      -4.63456      11.43000
      -4.60656      26.32000
      -4.57856      31.05000
      -4.55056      27.38000
      -4.52256      17.85000
      -4.49456      57.02000
      -4.46656       4.78900
      -4.43856      16.90000
      -4.41056      20.02000
      -4.38256       3.55900
      -4.35456      14.25000
      -4.32556       6.13700
      -4.29756       5.70500
      -4.26956       5.70500
      -4.24156      23.24000
      -4.21356      21.85000
      -4.18556      17.16000
      -4.15756       0.00014
      -4.12956      16.66000
      -4.10156      42.79000
      -4.07356      17.10000
      -4.04556      36.50000
      -4.01756      17.11000
      -3.98956       4.12500
      -3.96156      28.44000
      -3.93356      26.29000
      -3.90556      12.39000
      -3.87756      21.66000
      -3.84956      10.11000
      -3.82156      19.96000
      -3.79356       5.14500
      -3.76556      34.66000
      -3.73756      11.41000
      -3.70856      16.40000
      -3.68056      11.50000
      -3.65256      12.04000
      -3.62456      16.97000
      -3.59656      17.12000
      -3.56856      23.12000
      -3.54056       0.00396
      -3.51256       5.70300
      -3.48456      52.30000
      -3.45656       5.70500
      -3.42856       7.07800
      -3.40056       8.45400
      -3.37256      15.69000
      -3.34456      14.45000
      -3.31656      15.03000
      -3.28856       0.00000
      -3.26056      34.00000
      -3.23256      11.51000
      -3.20456      22.31000
      -3.17656       6.58700
      -3.14856      18.07000
      -3.12056       5.70500
      -3.09156      17.24000
      -3.06356      27.21000
      -3.03556      18.19000
      -3.00756      14.35000
      -2.97956      39.94000
      -2.95156      28.39000
      -2.92356      22.82000
      -2.89556       9.51300
      -2.86756      22.19000
      -2.83956       3.92200
      -2.81156       7.65000
      -2.78356       5.78500
      -2.75556      16.14000
      -2.72756       5.70500
      -2.69956      34.14000
      -2.67156       6.81300
      -2.64356      22.91000
      -2.61556       7.48400
      -2.58756      17.11000
      -2.55956       2.85200
      -2.53156       5.70700
      -2.50356       0.00000
      -2.47456      13.31000
      -2.44656       5.70500
      -2.41856       5.75300
      -2.39056       0.00001
      -2.36256       0.00000
      -2.33456      29.04000
      -2.30656       0.00000
      -2.27856      22.81000
      -2.25056      11.41000
      -2.22256       0.00074
      -2.19456       6.64000
      -2.16656       5.70500
      -2.13856       0.00000
      -2.11056       7.45200
      -2.08256      17.11000
      -2.05456       0.00000
      -2.02656       0.00000
      -1.99856       5.70300
      -1.97056       0.00000
      -1.94256       5.70500
      -1.91456      17.10000
      -1.88656       5.70500
      -1.85756      10.61000
      -1.82956      11.41000
      -1.80156       4.52600
      -1.77356       2.97500
      -1.74556      23.25000
      -1.71756       1.42200
      -1.68956       9.89200
      -1.66156      19.43000
      -1.63356       0.00000
      -1.60556       0.00000
      -1.57756       5.70500
      -1.54956      13.35000
      -1.52156      11.41000
      -1.49356      11.36000
      -1.46556       5.70100
      -1.43756      10.12000
      -1.40956      11.41000
      -1.38156       5.70500
      -1.35356      13.08000
      -1.32556      11.76000
      -1.29756       5.70500
      -1.26956      12.11000
      -1.24056      11.41000
      -1.21256      11.41000
      -1.18456       0.08575
      -1.15656       5.70500
      -1.12856       0.00000
      -1.10056       0.00000
      -1.07256       0.00000
      -1.04456       0.00000
      -1.01656       0.00000
      -0.98856      17.11000
      -0.96056       0.00000
      -0.93256       0.00000
      -0.90456       0.00000
      -0.87656       0.00000
      -0.84856       0.00000
      -0.82056       0.00000
      -0.79256       0.00000
      -0.76456       5.70500
      -0.73656       0.00000
      -0.70856       5.70500
      -0.68056       0.00001
      -0.65256       6.35900
      -0.62356      15.39000
      -0.59556       0.00005
      -0.56756       5.70500
      -0.53956       0.00000
      -0.51156       0.00000
      -0.48356       0.00000
      -0.45556       0.00000
      -0.42756       0.00000
      -0.39956      14.24000
      -0.37156      16.55000
      -0.34356      11.41000
      -0.31556       5.70500
      -0.28756      11.41000
      -0.25956       5.70500
      -0.23156       0.69930
      -0.20356       5.42100
      -0.17556       0.00000
      -0.14756       5.70500
      -0.11956      17.10000
      -0.09156      28.52000
      -0.06356       0.00012
      -0.03456       3.20300
      -0.00656       0.00000
       0.02144       0.00000
       0.04944       0.00000
       0.07744       0.00000
       0.10544       0.00000
       0.13344       0.00000
       0.16144       0.00000
       0.18944       0.00000
       0.21744       0.00000
       0.24544       0.00000
       0.27344      10.13000
       0.30144       5.70500
       0.32944      20.84000
       0.35744      11.60000
       0.38544       7.73400
       0.41344      13.47000
       0.44144      11.41000
       0.46944       0.00003
       0.49744       5.83900
       0.52544      11.41000
       0.55344      11.35000
       0.58244      11.42000
       0.61044      17.20000
       0.63844      28.48000
       0.66644       7.98300
       0.69444      33.12000
       0.72244      22.88000
       0.75044       1.40600
       0.77844      33.30000
       0.80644       7.49800
       0.83444      11.41000
       0.86244      11.41000
       0.89044       0.00008
       0.91844      23.17000
       0.94644       5.69000
       0.97444      12.57000
       1.00244      27.16000
       1.03044      39.51000
       1.05844      28.55000
       1.08644      11.22000
       1.11444      22.52000
       1.14244       0.00769
       1.17044      35.85000
       1.19944      17.12000
       1.22744      10.59000
       1.25544      35.18000
       1.28344      13.45000
       1.31144      16.84000
       1.33944      17.12000
       1.36744      22.82000
       1.39544      11.37000
       1.42344       5.83600
       1.45144      20.95000
       1.47944      22.73000
       1.50744      28.81000
       1.53544       5.70500
       1.56344       0.00000
       1.59144      17.25000
       1.61944      52.68000
       1.64744      11.02000
       1.67544       7.08400
       1.70344      34.20000
       1.73144      40.74000
       1.75944      14.34000
       1.78744      11.93000
       1.81644      17.11000
       1.84444       5.70800
       1.87244      27.80000
       1.90044       5.42300
       1.92844      22.06000
       1.95644      18.74000
       1.98444       5.70400
       2.01244      19.76000
       2.04044       5.38800
       2.06844       0.00000
       2.09644      12.39000
       2.12444      19.96000
       2.15244       4.23200
       2.18044      17.11000
       2.20844       0.00000
       2.23644       4.69700
       2.26444      11.41000
       2.29244       0.00000
       2.32044      16.85000
       2.34844      11.41000
       2.37644      39.62000
       2.40444      11.40000
       2.43344       5.70700
       2.46144       0.00214
       2.48944       5.70500
       2.51744       0.00000
       2.54544      11.81000
       2.57344       5.71200
       2.60144       5.70500
       2.62944       6.77000
       2.65744      23.54000
       2.68544      19.01000
       2.71344      10.28000
       2.74144      11.34000
       2.76944      17.13000
       2.79744      11.45000
       2.82544       0.00299
       2.85344      11.81000
       2.88144       0.00000
       2.90944      11.43000
       2.93744       5.70500
       2.96544      11.37000
       2.99344       5.70500
       3.02144       1.40800
       3.05044      11.20000
       3.07844       0.00000
       3.10644       0.00000
       3.13444       0.00000
       3.16244       0.00000
       3.19044       0.00000
       3.21844       0.00000
       3.24644       0.00000
       3.27444       0.00000
       3.30244       0.00000
       3.33044       0.00000
       3.35844       0.00000
       3.38644       0.00000
       3.41444       0.00000
       3.44244       0.00000
       3.47044       0.00000
       3.49844       0.00000
       3.52644       0.00000
       3.55444       0.00000
       3.58244       0.00000
       3.61044       0.00000
       3.63844       0.00000
       3.66744       0.00000
       3.69544       0.00000
       3.72344       0.00000
       3.75144       0.00000
       3.77944       0.00000
       3.80744       0.00000
       3.83544       0.00000
       3.86344       0.00000
       3.89144       0.00000
       3.91944       0.00000
       3.94744       0.00000
       3.97544       0.00000
       4.00344       0.00000
       4.03144       0.00000
       4.05944       0.00000
       4.08744       0.00000
       4.11544       0.00000
       4.14344       0.00000
       4.17144       0.00000
       4.19944       0.00000
       4.22744       0.00000
