      #Energy        TDOS-UP        TDOS-DOWN
     -20.38035       0.00000       0.00000
     -20.28335       0.00000       0.00000
     -20.18735       0.00000       0.00000
     -20.09035       0.00000       0.00000
     -19.99335       0.00000       0.00000
     -19.89735       0.00000       0.00000
     -19.80035       0.00000       0.00000
     -19.70435       0.00000       0.00000
     -19.60735       0.00000       0.00000
     -19.51035       0.00000       0.00000
     -19.41435       0.00000       0.00000
     -19.31735       0.00000       0.00000
     -19.22035       0.00000       0.00000
     -19.12435       0.00000       0.00000
     -19.02735       6.18300      -6.19100
     -18.93135       6.00600      -6.41900
     -18.83435       3.84600      -3.87100
     -18.73735       5.29100      -5.33800
     -18.64135       5.42700      -7.13600
     -18.54435       1.73800      -1.70600
     -18.44735       4.30800      -4.45900
     -18.35135       5.64400      -5.63300
     -18.25435       2.96200      -2.84600
     -18.15835       3.28900      -3.07700
     -18.06135       1.21700      -1.25500
     -17.96435       5.53500      -5.59800
     -17.86835       3.59200      -3.49200
     -17.77135       1.04600      -1.05000
     -17.67435       3.45800      -3.43600
     -17.57835       5.08500      -5.16800
     -17.48135       3.37000      -3.34700
     -17.38535       2.48900      -6.71800
     -17.28835       4.22400      -4.24600
     -17.19135       3.34300      -3.36200
     -17.09535       4.46400      -4.45200
     -16.99835       3.62500      -3.60200
     -16.90135       4.44200      -4.48600
     -16.80535       4.38600      -4.38800
     -16.70835       5.05400      -5.01200
     -16.61235       5.71400      -4.36400
     -16.51535       3.96100      -3.99300
     -16.41835       3.39000      -3.33700
     -16.32235       8.08800      -8.99400
     -16.22535       2.12100      -2.16800
     -16.12835       3.51100      -3.52000
     -16.03235       4.61800      -3.76600
     -15.93535       3.46000      -5.62700
     -15.83935      10.55000     -20.39000
     -15.74235      14.46000     -19.85000
     -15.64535      16.55000     -19.07000
     -15.54935      21.41000     -10.95000
     -15.45235      15.70000     -22.80000
     -15.35535      12.73000     -18.06000
     -15.25935      17.79000     -54.70000
     -15.16235      51.01000     -44.45000
     -15.06635     222.10000     -10.51000
     -14.96935      45.96000      -7.62600
     -14.87235      10.43000      -8.32500
     -14.77635       4.58900      -4.37600
     -14.67935       3.21600      -3.16500
