# Band-Index   30
   1.73087      9.124844      9.133224
   1.72389      9.124946      9.133324
   1.71691      9.125251      9.133624
   1.70994      9.125767      9.134132
   1.70296      9.126479      9.134834
   1.69598      9.127393      9.135733
   1.68901      9.128510      9.136832
   1.68203      9.129837      9.138139
   1.67505      9.131353      9.139631
   1.66808      9.133073      9.141324
   1.66110      9.134994      9.143215
   1.65412      9.137112      9.145300
   1.64715      9.139430      9.147581
   1.64017      9.141944      9.150056
   1.63319      9.144650      9.152719
   1.62622      9.147556      9.155580
   1.61924      9.150650      9.158625
   1.61226      9.153944      9.161867
   1.60529      9.157426      9.165295
   1.59831      9.161092      9.168903
   1.59133      9.164941      9.172692
   1.58436      9.168976      9.176663
   1.57738      9.173192      9.180813
   1.57040      9.177582      9.185133
   1.56343      9.182154      9.189634
   1.55645      9.186904      9.194308
   1.54947      9.191820      9.199147
   1.54250      9.196908      9.204154
   1.53552      9.202160      9.209324
   1.52854      9.207567      9.214644
   1.52157      9.213141      9.220130
   1.51459      9.218863      9.225761
   1.50761      9.224736      9.231541
   1.50064      9.230767      9.237476
   1.49366      9.236938      9.243549
   1.48668      9.243235      9.249745
   1.47970      9.249674      9.256081
   1.47273      9.256248      9.262551
   1.46575      9.262954      9.269149
   1.45877      9.269765      9.275851
   1.45180      9.276681      9.282656
   1.44482      9.283710      9.289571
   1.43784      9.290833      9.296580
   1.43087      9.298048      9.303677
   1.42389      9.305348      9.310859
   1.41691      9.312717      9.318107
   1.40994      9.320151      9.325419
   1.40296      9.327643      9.332788
   1.39598      9.335182      9.340202
   1.38901      9.342757      9.347652
   1.38203      9.350353      9.355120
   1.37505      9.357954      9.362594
   1.36808      9.365561      9.370073
   1.36110      9.373152      9.377534
   1.35412      9.380714      9.384967
   1.34715      9.388223      9.392346
   1.34017      9.395667      9.399661
   1.33319      9.403039      9.406904
   1.32622      9.410315      9.414051
   1.31924      9.417481      9.421089
   1.31226      9.424515      9.427997
   1.30529      9.431393      9.434750
   1.29831      9.438089      9.441324
   1.29133      9.444584      9.447700
   1.28436      9.450856      9.453854
   1.27738      9.456882      9.459767
   1.27040      9.462634      9.465409
   1.26343      9.468078      9.470749
   1.25645      9.473209      9.475779
   1.24947      9.477998      9.480474
   1.24250      9.482415      9.484804
   1.23552      9.486440      9.488749
   1.22854      9.490052      9.492288
   1.22157      9.493227      9.495399
   1.21459      9.495950      9.498067
   1.20761      9.498208      9.500279
   1.20064      9.499974      9.502008
   1.19366      9.501249      9.503257
   1.18668      9.502013      9.504006
   1.17971      9.502269      9.504256
   1.17971      9.502269      9.504256
   1.17573      9.501930      9.503923
   1.17175      9.500916      9.502924
   1.16777      9.499224      9.501259
   1.16379      9.496873      9.498943
   1.15981      9.493874      9.495991
   1.15584      9.490238      9.492411
   1.15186      9.485985      9.488223
   1.14788      9.481129      9.483440
   1.14390      9.475691      9.478084
   1.13992      9.469694      9.472176
   1.13595      9.463161      9.465740
   1.13197      9.456116      9.458797
   1.12799      9.448589      9.451378
   1.12401      9.440592      9.443496
   1.12003      9.432165      9.435188
   1.11606      9.423317      9.426464
   1.11208      9.414081      9.417356
   1.10810      9.404480      9.407885
   1.10412      9.394536      9.398077
   1.10014      9.384266      9.387944
   1.09616      9.373694      9.377513
   1.09219      9.362840      9.366802
   1.08821      9.351723      9.355831
   1.08423      9.340361      9.344616
   1.08025      9.328775      9.333180
   1.07627      9.316979      9.321535
   1.07230      9.304988      9.309697
   1.06832      9.292815      9.297678
   1.06434      9.280476      9.285496
   1.06036      9.267997      9.273173
   1.05638      9.255361      9.260696
   1.05241      9.242592      9.248087
   1.04843      9.229705      9.235360
   1.04445      9.216706      9.222523
   1.04047      9.203605      9.209585
   1.03649      9.190422      9.196565
   1.03251      9.177149      9.183457
   1.02854      9.163794      9.170268
   1.02456      9.150377      9.157017
   1.02058      9.136888      9.143696
   1.01660      9.123343      9.130320
   1.01262      9.109743      9.116888
   1.00865      9.096104      9.103420
   1.00467      9.082423      9.089909
   1.00069      9.068707      9.076365
   0.99671      9.054958      9.062787
   0.99273      9.041183      9.049185
   0.98876      9.027379      9.035555
   0.98478      9.013555      9.021905
   0.98080      8.999722      9.008248
   0.97682      8.985878      8.994580
   0.97284      8.972026      8.980903
   0.96886      8.958169      8.967224
   0.96489      8.944309      8.953541
   0.96091      8.930447      8.939857
   0.95693      8.916584      8.926173
   0.95295      8.902733      8.912501
   0.94897      8.888886      8.898834
   0.94500      8.875048      8.885176
   0.94102      8.861223      8.871531
   0.93704      8.847412      8.857901
   0.93306      8.833614      8.844285
   0.92908      8.819833      8.830685
   0.92511      8.806071      8.817105
   0.92113      8.792330      8.803546
   0.91715      8.778610      8.790009
   0.91317      8.764913      8.776495
   0.90919      8.751242      8.763006
   0.90521      8.737590      8.749537
   0.90124      8.723973      8.736103
   0.89726      8.710391      8.722705
   0.89328      8.696833      8.709330
   0.88930      8.683305      8.695984
   0.88532      8.669813      8.682676
   0.88135      8.656356      8.669401
   0.87737      8.642931      8.656160
   0.87339      8.629551      8.642962
   0.86941      8.616195      8.629789
   0.86543      8.602881      8.616657
   0.86543      8.602881      8.616657
   0.85846      8.623450      8.636963
   0.85148      8.644215      8.657465
   0.84450      8.665168      8.678155
   0.83753      8.676739      8.699035
   0.83055      8.648815      8.697017
   0.82357      8.621256      8.669386
   0.81660      8.594066      8.642124
   0.80962      8.567245      8.615233
   0.80264      8.540795      8.588713
   0.79567      8.514719      8.562569
   0.78869      8.489019      8.536800
   0.78171      8.463695      8.511409
   0.77474      8.438752      8.486400
   0.76776      8.414189      8.461774
   0.76078      8.431411      8.437531
   0.75381      8.463721      8.469497
   0.74683      8.496301      8.502037
   0.73985      8.529145      8.534839
   0.73288      8.562251      8.567902
   0.72590      8.595617      8.601223
   0.71892      8.629238      8.634799
   0.71195      8.663113      8.668625
   0.70497      8.697234      8.702698
   0.69799      8.731597      8.737009
   0.69102      8.766198      8.771558
   0.68404      8.801039      8.806344
   0.67706      8.836108      8.841357
   0.67009      8.821063      8.830935
   0.66311      8.801359      8.811250
   0.65613      8.782152      8.792061
   0.64915      8.763444      8.773368
   0.64218      8.745231      8.755167
   0.63520      8.727516      8.737462
   0.62822      8.710294      8.720247
   0.62125      8.693566      8.703524
   0.61427      8.677318      8.687278
   0.60729      8.661554      8.671516
   0.60032      8.646275      8.656234
   0.59334      8.631474      8.641429
   0.58636      8.617146      8.627093
   0.57939      8.603290      8.613228
   0.57241      8.589896      8.599824
   0.56543      8.576967      8.586883
   0.55846      8.564497      8.574398
   0.55148      8.552477      8.562361
   0.54450      8.540903      8.550770
   0.53753      8.529771      8.539619
   0.53055      8.519075      8.528902
   0.52357      8.508808      8.518613
   0.51660      8.498966      8.508748
   0.50962      8.489545      8.499304
   0.50264      8.480537      8.490271
   0.49567      8.471935      8.481643
   0.48869      8.463732      8.473415
   0.48171      8.455916      8.465573
   0.47474      8.448492      8.458123
   0.46776      8.441449      8.451054
   0.46078      8.434779      8.444357
   0.45381      8.428474      8.438027
   0.44683      8.422529      8.432055
   0.43985      8.416937      8.426439
   0.43288      8.411692      8.421169
   0.42590      8.406786      8.416240
   0.41892      8.402214      8.411645
   0.41195      8.397969      8.407377
   0.40497      8.394043      8.403431
   0.39799      8.390433      8.399801
   0.39102      8.387134      8.396483
   0.38404      8.384139      8.393471
   0.37706      8.381444      8.390760
   0.37009      8.379046      8.388348
   0.36311      8.376940      8.386229
   0.35613      8.375122      8.384400
   0.34916      8.373590      8.382859
   0.34218      8.372344      8.381605
   0.33520      8.371381      8.380636
   0.32823      8.370690      8.379940
   0.32125      8.370275      8.379522
   0.31427      8.370137      8.379383
   0.31427      8.370137      8.379383
   0.31029      8.395913      8.405086
   0.30632      8.421807      8.430909
   0.30234      8.447815      8.456851
   0.29836      8.473936      8.482908
   0.29438      8.500167      8.509079
   0.29040      8.526502      8.535358
   0.28643      8.552946      8.561747
   0.28245      8.579492      8.588244
   0.27847      8.606140      8.614844
   0.27449      8.632884      8.641544
   0.27051      8.659725      8.668344
   0.26653      8.686661      8.695241
   0.26256      8.713701      8.722246
   0.25858      8.740817      8.749329
   0.25460      8.768020      8.776502
   0.25062      8.795314      8.803768
   0.24664      8.822684      8.831114
   0.24267      8.850135      8.858542
   0.23869      8.877664      8.886051
   0.23471      8.905267      8.913638
   0.23073      8.932946      8.941302
   0.22675      8.960693      8.969035
   0.22278      8.988513      8.996845
   0.21880      9.016401      9.024725
   0.21482      9.044359      9.052677
   0.21084      9.072376      9.080690
   0.20686      9.100454      9.108765
   0.20288      9.128592      9.136904
   0.19891      9.156798      9.165111
   0.19493      9.185044      9.193360
   0.19095      9.213349      9.221671
   0.18697      9.241704      9.250033
   0.18299      9.270111      9.278448
   0.17902      9.298565      9.306913
   0.17504      9.327079      9.335439
   0.17106      9.355625      9.363998
   0.16708      9.384211      9.392599
   0.16310      9.412839      9.421243
   0.15913      9.441507      9.449928
   0.15515      9.470211      9.478651
   0.15117      9.498951      9.507411
   0.14719      9.519994      9.536205
   0.14321      9.538098      9.565032
   0.13923      9.556321      9.593890
   0.13526      9.574667      9.603545
   0.13128      9.572662      9.576590
   0.12730      9.545637      9.549629
   0.12332      9.518609      9.522666
   0.11934      9.491581      9.495701
   0.11537      9.464559      9.468742
   0.11139      9.437546      9.441793
   0.10741      9.410547      9.414856
   0.10343      9.383563      9.387935
   0.09945      9.356596      9.361029
   0.09548      9.329656      9.334151
   0.09150      9.302741      9.307297
   0.08752      9.275854      9.280471
   0.08354      9.249000      9.253677
   0.07956      9.222178      9.226915
   0.07558      9.195391      9.200188
   0.07161      9.168643      9.173499
   0.06763      9.141935      9.146850
   0.06365      9.118407      9.168599
   0.05967      9.144985      9.195219
   0.05569      9.171669      9.221944
   0.05172      9.198456      9.248773
   0.04774      9.225350      9.275708
   0.04376      9.252349      9.302747
   0.03978      9.279453      9.322781
   0.03580      9.296905      9.303738
   0.03183      9.277701      9.284697
   0.02785      9.258516      9.265678
   0.02387      9.239360      9.246690
   0.01989      9.220217      9.227716
   0.01591      9.201083      9.208753
   0.01193      9.181985      9.189830
   0.00796      9.162912      9.170933
   0.00398      9.143863      9.152063
   0.00000      9.124844      9.133224
