#K-Path(1/A)         Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS: 320 200
# Band-Index    1
   0.98080     -3.375866     -3.375866
   0.98478     -3.375148     -3.375148
   0.98876     -3.374457     -3.374457
   0.99273     -3.373790     -3.373790
   0.99671     -3.373156     -3.373156
   1.00069     -3.372548     -3.372548
   1.00467     -3.371972     -3.371972
   1.00865     -3.371422     -3.371422
   1.01262     -3.370900     -3.370900
   1.01660     -3.370405     -3.370405
   1.02058     -3.369937     -3.369937
   1.02456     -3.369496     -3.369496
   1.02854     -3.369085     -3.369085
   1.03251     -3.368697     -3.368698
   1.03649     -3.368336     -3.368336
   1.04047     -3.368000     -3.368001
   1.04445     -3.367689     -3.367689
   1.04843     -3.367404     -3.367404
   1.05241     -3.367142     -3.367142
   1.05638     -3.366902     -3.366902
   1.06036     -3.366687     -3.366687
   1.06434     -3.366497     -3.366497
   1.06832     -3.366330     -3.366330
   1.07230     -3.366177     -3.366177
   1.07627     -3.366048     -3.366048
   1.08025     -3.365938     -3.365938
   1.08423     -3.365846     -3.365846
   1.08821     -3.365771     -3.365771
   1.09219     -3.365714     -3.365714
   1.09616     -3.365672     -3.365672
   1.10014     -3.365644     -3.365644
   1.10412     -3.365629     -3.365629
   1.10810     -3.365626     -3.365626
   1.11208     -3.365636     -3.365636
   1.11606     -3.365654     -3.365655
   1.12003     -3.365679     -3.365679
   1.12401     -3.365709     -3.365709
   1.12799     -3.365746     -3.365746
   1.13197     -3.365787     -3.365787
   1.13595     -3.365830     -3.365830
   1.13992     -3.365874     -3.365874
   1.14390     -3.365919     -3.365919
   1.14788     -3.365962     -3.365963
   1.15186     -3.366003     -3.366003
   1.15584     -3.366042     -3.366042
   1.15981     -3.366075     -3.366075
   1.16379     -3.366104     -3.366104
   1.16777     -3.366128     -3.366128
   1.17175     -3.366145     -3.366145
   1.17573     -3.366155     -3.366155
   1.17971     -3.366158     -3.366158
   1.17971     -3.366158     -3.366158
   1.18668     -3.366036     -3.366036
   1.19366     -3.365671     -3.365671
   1.20064     -3.365073     -3.365073
   1.20761     -3.364258     -3.364258
   1.21459     -3.363243     -3.363243
   1.22157     -3.362051     -3.362051
   1.22854     -3.360702     -3.360702
   1.23552     -3.359223     -3.359223
   1.24250     -3.357632     -3.357632
   1.24947     -3.355953     -3.355953
   1.25645     -3.354203     -3.354203
   1.26343     -3.352401     -3.352401
   1.27040     -3.350559     -3.350559
   1.27738     -3.348696     -3.348697
   1.28436     -3.346827     -3.346827
   1.29133     -3.344953     -3.344953
   1.29831     -3.343087     -3.343087
   1.30529     -3.341236     -3.341236
   1.31226     -3.339412     -3.339412
   1.31924     -3.337611     -3.337611
   1.32622     -3.335841     -3.335841
   1.33319     -3.334106     -3.334106
   1.34017     -3.332413     -3.332413
   1.34715     -3.330756     -3.330756
   1.35412     -3.329141     -3.329141
   1.36110     -3.327579     -3.327579
   1.36808     -3.326060     -3.326060
   1.37505     -3.324592     -3.324592
   1.38203     -3.323168     -3.323168
   1.38901     -3.321792     -3.321792
   1.39598     -3.320467     -3.320467
   1.40296     -3.319187     -3.319187
   1.40994     -3.317955     -3.317955
   1.41691     -3.316767     -3.316767
   1.42389     -3.315629     -3.315629
   1.43087     -3.314538     -3.314538
   1.43784     -3.313493     -3.313493
   1.44482     -3.312492     -3.312492
   1.45180     -3.311534     -3.311534
   1.45877     -3.310622     -3.310623
   1.46575     -3.309753     -3.309753
   1.47273     -3.308924     -3.308924
   1.47970     -3.308135     -3.308135
   1.48668     -3.307383     -3.307383
   1.49366     -3.306665     -3.306665
   1.50064     -3.305987     -3.305987
   1.50761     -3.305346     -3.305346
   1.51459     -3.304736     -3.304736
   1.52157     -3.304160     -3.304160
   1.52854     -3.303614     -3.303614
   1.53552     -3.303098     -3.303099
   1.54250     -3.302614     -3.302614
   1.54947     -3.302160     -3.302160
   1.55645     -3.301731     -3.301731
   1.56343     -3.301330     -3.301330
   1.57040     -3.300954     -3.300954
   1.57738     -3.300603     -3.300603
   1.58436     -3.300274     -3.300274
   1.59133     -3.299966     -3.299966
   1.59831     -3.299680     -3.299680
   1.60529     -3.299416     -3.299416
   1.61226     -3.299172     -3.299172
   1.61924     -3.298944     -3.298944
   1.62622     -3.298736     -3.298736
   1.63319     -3.298545     -3.298545
   1.64017     -3.298368     -3.298368
   1.64715     -3.298209     -3.298209
   1.65412     -3.298065     -3.298065
   1.66110     -3.297938     -3.297938
   1.66808     -3.297823     -3.297823
   1.67505     -3.297719     -3.297719
   1.68203     -3.297628     -3.297628
   1.68901     -3.297553     -3.297553
   1.69598     -3.297489     -3.297489
   1.70296     -3.297437     -3.297437
   1.70994     -3.297397     -3.297397
   1.71691     -3.297371     -3.297371
   1.72389     -3.297354     -3.297354
   1.73087     -3.297348     -3.297348
 
# Band-Index   10
   1.73087     -3.297348     -3.297348
   1.72389     -3.297354     -3.297354
   1.71691     -3.297371     -3.297371
   1.70994     -3.297396     -3.297397
   1.70296     -3.297436     -3.297437
   1.69598     -3.297489     -3.297489
   1.68901     -3.297552     -3.297553
   1.68203     -3.297628     -3.297628
   1.67505     -3.297719     -3.297719
   1.66808     -3.297823     -3.297823
   1.66110     -3.297938     -3.297938
   1.65412     -3.298065     -3.298065
   1.64715     -3.298209     -3.298209
   1.64017     -3.298368     -3.298368
   1.63319     -3.298545     -3.298545
   1.62622     -3.298736     -3.298736
   1.61924     -3.298944     -3.298944
   1.61226     -3.299172     -3.299172
   1.60529     -3.299416     -3.299416
   1.59831     -3.299680     -3.299680
   1.59133     -3.299966     -3.299966
   1.58436     -3.300274     -3.300274
   1.57738     -3.300603     -3.300603
   1.57040     -3.300954     -3.300954
   1.56343     -3.301329     -3.301329
   1.55645     -3.301731     -3.301731
   1.54947     -3.302160     -3.302160
   1.54250     -3.302614     -3.302614
   1.53552     -3.303098     -3.303098
   1.52854     -3.303614     -3.303614
   1.52157     -3.304160     -3.304160
   1.51459     -3.304736     -3.304736
   1.50761     -3.305346     -3.305346
   1.50064     -3.305987     -3.305987
   1.49366     -3.306665     -3.306665
   1.48668     -3.307383     -3.307383
   1.47970     -3.308135     -3.308135
   1.47273     -3.308924     -3.308924
   1.46575     -3.309753     -3.309753
   1.45877     -3.310622     -3.310622
   1.45180     -3.311534     -3.311534
   1.44482     -3.312492     -3.312492
   1.43784     -3.313493     -3.313493
   1.43087     -3.314538     -3.314538
   1.42389     -3.315629     -3.315629
   1.41691     -3.316767     -3.316767
   1.40994     -3.317955     -3.317955
   1.40296     -3.319187     -3.319187
   1.39598     -3.320467     -3.320467
   1.38901     -3.321792     -3.321792
   1.38203     -3.323168     -3.323168
   1.37505     -3.324592     -3.324592
   1.36808     -3.326060     -3.326060
   1.36110     -3.327579     -3.327579
   1.35412     -3.329141     -3.329141
   1.34715     -3.330755     -3.330756
   1.34017     -3.332412     -3.332413
   1.33319     -3.334105     -3.334106
   1.32622     -3.335841     -3.335841
   1.31924     -3.337611     -3.337611
   1.31226     -3.339412     -3.339412
   1.30529     -3.341236     -3.341236
   1.29831     -3.343087     -3.343087
   1.29133     -3.344953     -3.344953
   1.28436     -3.346827     -3.346827
   1.27738     -3.348696     -3.348696
   1.27040     -3.350559     -3.350559
   1.26343     -3.352401     -3.352401
   1.25645     -3.354203     -3.354203
   1.24947     -3.355953     -3.355953
   1.24250     -3.357632     -3.357632
   1.23552     -3.359223     -3.359223
   1.22854     -3.360702     -3.360702
   1.22157     -3.362051     -3.362051
   1.21459     -3.363243     -3.363243
   1.20761     -3.364258     -3.364258
   1.20064     -3.365073     -3.365073
   1.19366     -3.365671     -3.365671
   1.18668     -3.366036     -3.366036
   1.17971     -3.366158     -3.366158
   1.17971     -3.366158     -3.366158
   1.17573     -3.366155     -3.366155
   1.17175     -3.366144     -3.366145
   1.16777     -3.366128     -3.366128
   1.16379     -3.366104     -3.366104
   1.15981     -3.366075     -3.366075
   1.15584     -3.366042     -3.366042
   1.15186     -3.366003     -3.366003
   1.14788     -3.365962     -3.365962
   1.14390     -3.365919     -3.365919
   1.13992     -3.365874     -3.365874
   1.13595     -3.365830     -3.365830
   1.13197     -3.365787     -3.365787
   1.12799     -3.365746     -3.365746
   1.12401     -3.365709     -3.365709
   1.12003     -3.365679     -3.365679
   1.11606     -3.365654     -3.365654
   1.11208     -3.365636     -3.365636
   1.10810     -3.365626     -3.365626
   1.10412     -3.365628     -3.365629
   1.10014     -3.365643     -3.365643
   1.09616     -3.365671     -3.365672
   1.09219     -3.365714     -3.365714
   1.08821     -3.365771     -3.365771
   1.08423     -3.365846     -3.365846
   1.08025     -3.365938     -3.365938
   1.07627     -3.366048     -3.366048
   1.07230     -3.366177     -3.366177
   1.06832     -3.366330     -3.366330
   1.06434     -3.366497     -3.366497
   1.06036     -3.366687     -3.366687
   1.05638     -3.366902     -3.366902
   1.05241     -3.367142     -3.367142
   1.04843     -3.367404     -3.367404
   1.04445     -3.367689     -3.367689
   1.04047     -3.368000     -3.368000
   1.03649     -3.368336     -3.368336
   1.03251     -3.368697     -3.368697
   1.02854     -3.369085     -3.369085
   1.02456     -3.369496     -3.369496
   1.02058     -3.369937     -3.369937
   1.01660     -3.370404     -3.370405
   1.01262     -3.370900     -3.370900
   1.00865     -3.371422     -3.371422
   1.00467     -3.371972     -3.371972
   1.00069     -3.372548     -3.372548
   0.99671     -3.373156     -3.373156
   0.99273     -3.373790     -3.373790
   0.98876     -3.374457     -3.374457
   0.98478     -3.375148     -3.375148
   0.98080     -3.375866     -3.375866
   0.97682     -3.376612     -3.376612
   0.97284     -3.377387     -3.377387
   0.96886     -3.378190     -3.378190
   0.96489     -3.379021     -3.379021
   0.96091     -3.379881     -3.379881
   0.95693     -3.380769     -3.380769
   0.95295     -3.381683     -3.381683
   0.94897     -3.382627     -3.382627
   0.94500     -3.383599     -3.383599
   0.94102     -3.384599     -3.384599
   0.93704     -3.385626     -3.385626
   0.93306     -3.386682     -3.386682
   0.92908     -3.387766     -3.387766
   0.92511     -3.388877     -3.388877
   0.92113     -3.390016     -3.390016
   0.91715     -3.391182     -3.391182
   0.91317     -3.392376     -3.392376
   0.90919     -3.393596     -3.393596
   0.90521     -3.394845     -3.394845
   0.90124     -3.396119     -3.396119
   0.89726     -3.397417     -3.397417
   0.89328     -3.398745     -3.398745
   0.88930     -3.400098     -3.400098
   0.88532     -3.401476     -3.401476
   0.88135     -3.402880     -3.402880
   0.87737     -3.404311     -3.404311
   0.87339     -3.405763     -3.405763
   0.86941     -3.407245     -3.407245
   0.86543     -3.408753     -3.408754
   0.86543     -3.408753     -3.408754
   0.85846     -3.404206     -3.404206
   0.85148     -3.399660     -3.399660
   0.84450     -3.395119     -3.395119
   0.83753     -3.390590     -3.390590
   0.83055     -3.386077     -3.386078
   0.82357     -3.381585     -3.381585
   0.81660     -3.377119     -3.377119
   0.80962     -3.372685     -3.372685
   0.80264     -3.368287     -3.368287
   0.79567     -3.363932     -3.363932
   0.78869     -3.359620     -3.359620
   0.78171     -3.355351     -3.355351
   0.77474     -3.351143     -3.351143
   0.76776     -3.346997     -3.346997
   0.76078     -3.342906     -3.342906
   0.75381     -3.338879     -3.338879
   0.74683     -3.334918     -3.334918
   0.73985     -3.331027     -3.331027
   0.73288     -3.327209     -3.327209
   0.72590     -3.323464     -3.323464
   0.71892     -3.319794     -3.319794
   0.71195     -3.316202     -3.316202
   0.70497     -3.312689     -3.312689
   0.69799     -3.309258     -3.309258
   0.69102     -3.305908     -3.305908
   0.68404     -3.302639     -3.302639
   0.67706     -3.299454     -3.299454
   0.67009     -3.296357     -3.296357
   0.66311     -3.293343     -3.293343
   0.65613     -3.290411     -3.290411
   0.64915     -3.287564     -3.287564
   0.64218     -3.284800     -3.284800
   0.63520     -3.282121     -3.282121
   0.62822     -3.279525     -3.279525
   0.62125     -3.277010     -3.277010
   0.61427     -3.274579     -3.274579
   0.60729     -3.272232     -3.272232
   0.60032     -3.269962     -3.269962
   0.59334     -3.267771     -3.267771
   0.58636     -3.265660     -3.265660
   0.57939     -3.263625     -3.263625
   0.57241     -3.261665     -3.261665
   0.56543     -3.259780     -3.259780
   0.55846     -3.257965     -3.257965
   0.55148     -3.256225     -3.256225
   0.54450     -3.254555     -3.254555
   0.53753     -3.252955     -3.252955
   0.53055     -3.251421     -3.251421
   0.52357     -3.249953     -3.249953
   0.51660     -3.248549     -3.248549
   0.50962     -3.247209     -3.247209
   0.50264     -3.245933     -3.245933
   0.49567     -3.244714     -3.244714
   0.48869     -3.243554     -3.243555
   0.48171     -3.242452     -3.242452
   0.47474     -3.241403     -3.241403
   0.46776     -3.240407     -3.240407
   0.46078     -3.239470     -3.239470
   0.45381     -3.238584     -3.238584
   0.44683     -3.237746     -3.237746
   0.43985     -3.236960     -3.236960
   0.43288     -3.236224     -3.236224
   0.42590     -3.235535     -3.235535
   0.41892     -3.234892     -3.234892
   0.41195     -3.234293     -3.234293
   0.40497     -3.233742     -3.233742
   0.39799     -3.233233     -3.233233
   0.39102     -3.232769     -3.232769
   0.38404     -3.232347     -3.232347
   0.37706     -3.231963     -3.231963
   0.37009     -3.231622     -3.231622
   0.36311     -3.231327     -3.231327
   0.35613     -3.231069     -3.231069
   0.34916     -3.230852     -3.230852
   0.34218     -3.230674     -3.230674
   0.33520     -3.230536     -3.230536
   0.32823     -3.230436     -3.230436
   0.32125     -3.230378     -3.230378
   0.31427     -3.230358     -3.230358
   0.31427     -3.230358     -3.230358
   0.31029     -3.230376     -3.230376
   0.30632     -3.230411     -3.230411
   0.30234     -3.230457     -3.230457
   0.29836     -3.230520     -3.230520
   0.29438     -3.230596     -3.230596
   0.29040     -3.230687     -3.230687
   0.28643     -3.230790     -3.230790
   0.28245     -3.230907     -3.230907
   0.27847     -3.231040     -3.231040
   0.27449     -3.231187     -3.231187
   0.27051     -3.231356     -3.231356
   0.26653     -3.231535     -3.231535
   0.26256     -3.231730     -3.231730
   0.25858     -3.231943     -3.231943
   0.25460     -3.232177     -3.232177
   0.25062     -3.232422     -3.232422
   0.24664     -3.232685     -3.232685
   0.24267     -3.232965     -3.232965
   0.23869     -3.233262     -3.233262
   0.23471     -3.233578     -3.233578
   0.23073     -3.233912     -3.233912
   0.22675     -3.234265     -3.234265
   0.22278     -3.234638     -3.234638
   0.21880     -3.235031     -3.235031
   0.21482     -3.235444     -3.235444
   0.21084     -3.235877     -3.235877
   0.20686     -3.236329     -3.236329
   0.20288     -3.236801     -3.236801
   0.19891     -3.237296     -3.237296
   0.19493     -3.237813     -3.237813
   0.19095     -3.238351     -3.238351
   0.18697     -3.238911     -3.238911
   0.18299     -3.239495     -3.239495
   0.17902     -3.240101     -3.240101
   0.17504     -3.240730     -3.240730
   0.17106     -3.241385     -3.241385
   0.16708     -3.242061     -3.242061
   0.16310     -3.242768     -3.242768
   0.15913     -3.243494     -3.243494
   0.15515     -3.244254     -3.244254
   0.15117     -3.245031     -3.245031
   0.14719     -3.245834     -3.245834
   0.14321     -3.246664     -3.246665
   0.13923     -3.247521     -3.247521
   0.13526     -3.248405     -3.248405
   0.13128     -3.249320     -3.249320
   0.12730     -3.250259     -3.250259
   0.12332     -3.251226     -3.251226
   0.11934     -3.252223     -3.252223
   0.11537     -3.253249     -3.253249
   0.11139     -3.254304     -3.254304
   0.10741     -3.255389     -3.255389
   0.10343     -3.256504     -3.256504
   0.09945     -3.257654     -3.257654
   0.09548     -3.258832     -3.258832
   0.09150     -3.260040     -3.260041
   0.08752     -3.261281     -3.261281
   0.08354     -3.262553     -3.262553
   0.07956     -3.263856     -3.263856
   0.07558     -3.265194     -3.265194
   0.07161     -3.266561     -3.266561
   0.06763     -3.267966     -3.267966
   0.06365     -3.269405     -3.269406
   0.05967     -3.270879     -3.270879
   0.05569     -3.272388     -3.272388
   0.05172     -3.273927     -3.273927
   0.04774     -3.275507     -3.275507
   0.04376     -3.277122     -3.277122
   0.03978     -3.278772     -3.278772
   0.03580     -3.280456     -3.280456
   0.03183     -3.282182     -3.282182
   0.02785     -3.283945     -3.283945
   0.02387     -3.285737     -3.285737
   0.01989     -3.287575     -3.287575
   0.01591     -3.289456     -3.289456
   0.01193     -3.291371     -3.291371
   0.00796     -3.293324     -3.293324
   0.00398     -3.295317     -3.295317
   0.00000     -3.297348     -3.297348
 
# Band-Index   11
   0.00000     -2.600333     -2.600333
   0.00398     -2.607801     -2.607802
   0.00796     -2.615194     -2.615195
   0.01193     -2.622516     -2.622516
   0.01591     -2.629760     -2.629761
   0.01989     -2.636928     -2.636928
   0.02387     -2.644022     -2.644022
   0.02785     -2.651039     -2.651040
   0.03183     -2.657978     -2.657978
   0.03580     -2.664839     -2.664839
   0.03978     -2.671622     -2.671622
   0.04376     -2.678327     -2.678327
   0.04774     -2.684952     -2.684952
   0.05172     -2.691494     -2.691494
   0.05569     -2.697957     -2.697957
   0.05967     -2.704335     -2.704335
   0.06365     -2.710631     -2.710631
   0.06763     -2.716843     -2.716844
   0.07161     -2.722972     -2.722972
   0.07558     -2.729018     -2.729018
   0.07956     -2.734977     -2.734977
   0.08354     -2.740851     -2.740852
   0.08752     -2.746641     -2.746641
   0.09150     -2.752341     -2.752342
   0.09548     -2.757955     -2.757955
   0.09945     -2.763482     -2.763483
   0.10343     -2.768919     -2.768919
   0.10741     -2.774267     -2.774267
   0.11139     -2.779525     -2.779525
   0.11537     -2.784694     -2.784694
   0.11934     -2.789772     -2.789772
   0.12332     -2.794758     -2.794758
   0.12730     -2.799654     -2.799654
   0.13128     -2.804455     -2.804455
   0.13526     -2.809164     -2.809164
   0.13923     -2.813781     -2.813781
   0.14321     -2.818305     -2.818305
   0.14719     -2.822735     -2.822735
   0.15117     -2.827071     -2.827071
   0.15515     -2.831312     -2.831312
   0.15913     -2.835457     -2.835457
   0.16310     -2.839509     -2.839509
   0.16708     -2.843461     -2.843462
   0.17106     -2.847321     -2.847321
   0.17504     -2.851078     -2.851078
   0.17902     -2.854741     -2.854741
   0.18299     -2.858305     -2.858305
   0.18697     -2.861771     -2.861771
   0.19095     -2.865138     -2.865138
   0.19493     -2.868406     -2.868406
   0.19891     -2.871575     -2.871575
   0.20288     -2.874644     -2.874644
   0.20686     -2.877613     -2.877613
   0.21084     -2.880481     -2.880482
   0.21482     -2.883249     -2.883249
   0.21880     -2.885915     -2.885916
   0.22278     -2.888479     -2.888479
   0.22675     -2.890942     -2.890942
   0.23073     -2.893302     -2.893303
   0.23471     -2.895563     -2.895563
   0.23869     -2.897718     -2.897719
   0.24267     -2.899771     -2.899772
   0.24664     -2.901719     -2.901719
   0.25062     -2.903565     -2.903565
   0.25460     -2.905307     -2.905307
   0.25858     -2.906944     -2.906944
   0.26256     -2.908478     -2.908478
   0.26653     -2.909907     -2.909907
   0.27051     -2.911231     -2.911231
   0.27449     -2.912451     -2.912451
   0.27847     -2.913565     -2.913565
   0.28245     -2.914574     -2.914574
   0.28643     -2.915477     -2.915477
   0.29040     -2.916275     -2.916275
   0.29438     -2.916968     -2.916968
   0.29836     -2.917554     -2.917554
   0.30234     -2.918033     -2.918033
   0.30632     -2.918403     -2.918404
   0.31029     -2.918669     -2.918669
   0.31427     -2.918830     -2.918830
   0.31427     -2.918830     -2.918830
   0.32125     -2.918664     -2.918664
   0.32823     -2.918169     -2.918170
   0.33520     -2.917348     -2.917348
   0.34218     -2.916195     -2.916195
   0.34916     -2.914712     -2.914712
   0.35613     -2.912904     -2.912904
   0.36311     -2.910766     -2.910766
   0.37009     -2.908301     -2.908301
   0.37706     -2.905510     -2.905510
   0.38404     -2.902393     -2.902393
   0.39102     -2.898950     -2.898950
   0.39799     -2.895182     -2.895182
   0.40497     -2.891090     -2.891091
   0.41195     -2.886676     -2.886677
   0.41892     -2.881941     -2.881941
   0.42590     -2.876885     -2.876885
   0.43288     -2.871510     -2.871510
   0.43985     -2.865816     -2.865817
   0.44683     -2.859806     -2.859807
   0.45381     -2.853481     -2.853482
   0.46078     -2.846844     -2.846844
   0.46776     -2.839892     -2.839892
   0.47474     -2.832632     -2.832632
   0.48171     -2.825066     -2.825066
   0.48869     -2.817190     -2.817190
   0.49567     -2.809011     -2.809011
   0.50264     -2.800529     -2.800530
   0.50962     -2.791744     -2.791744
   0.51660     -2.782664     -2.782664
   0.52357     -2.773287     -2.773287
   0.53055     -2.763618     -2.763618
   0.53753     -2.753658     -2.753658
   0.54450     -2.743408     -2.743409
   0.55148     -2.732874     -2.732874
   0.55846     -2.722057     -2.722057
   0.56543     -2.710957     -2.710957
   0.57241     -2.699578     -2.699578
   0.57939     -2.687928     -2.687928
   0.58636     -2.676007     -2.676007
   0.59334     -2.663816     -2.663816
   0.60032     -2.651361     -2.651361
   0.60729     -2.638644     -2.638644
   0.61427     -2.625669     -2.625669
   0.62125     -2.612440     -2.612440
   0.62822     -2.598960     -2.598960
   0.63520     -2.585232     -2.585232
   0.64218     -2.571259     -2.571259
   0.64915     -2.557048     -2.557048
   0.65613     -2.542598     -2.542599
   0.66311     -2.527919     -2.527919
   0.67009     -2.513012     -2.513012
   0.67706     -2.497883     -2.497883
   0.68404     -2.482537     -2.482537
   0.69102     -2.466979     -2.466979
   0.69799     -2.451210     -2.451211
   0.70497     -2.435240     -2.435240
   0.71195     -2.419069     -2.419069
   0.71892     -2.402703     -2.402703
   0.72590     -2.386151     -2.386151
   0.73288     -2.369413     -2.369413
   0.73985     -2.352500     -2.352501
   0.74683     -2.335417     -2.335417
   0.75381     -2.318169     -2.318169
   0.76078     -2.300761     -2.300761
   0.76776     -2.283204     -2.283204
   0.77474     -2.265498     -2.265498
   0.78171     -2.247655     -2.247655
   0.78869     -2.229687     -2.229687
   0.79567     -2.211593     -2.211593
   0.80264     -2.193384     -2.193384
   0.80962     -2.175071     -2.175071
   0.81660     -2.156659     -2.156660
   0.82357     -2.138161     -2.138161
   0.83055     -2.119580     -2.119580
   0.83753     -2.100935     -2.100935
   0.84450     -2.082234     -2.082234
   0.85148     -2.063490     -2.063490
   0.85846     -2.044713     -2.044713
   0.86543     -2.025920     -2.025920
   0.86543     -2.025920     -2.025920
   0.86941     -2.025019     -2.025019
   0.87339     -2.024043     -2.024044
   0.87737     -2.022994     -2.022994
   0.88135     -2.021869     -2.021869
   0.88532     -2.020670     -2.020670
   0.88930     -2.019400     -2.019400
   0.89328     -2.018058     -2.018058
   0.89726     -2.016643     -2.016643
   0.90124     -2.015156     -2.015156
   0.90521     -2.013600     -2.013600
   0.90919     -2.011973     -2.011973
   0.91317     -2.010279     -2.010279
   0.91715     -2.008516     -2.008516
   0.92113     -2.006686     -2.006686
   0.92511     -2.004790     -2.004790
   0.92908     -2.002827     -2.002827
   0.93306     -2.000800     -2.000800
   0.93704     -1.998710     -1.998710
   0.94102     -1.996559     -1.996559
   0.94500     -1.994344     -1.994344
   0.94897     -1.992068     -1.992068
   0.95295     -1.989733     -1.989733
   0.95693     -1.987338     -1.987338
   0.96091     -1.984887     -1.984887
   0.96489     -1.982379     -1.982380
   0.96886     -1.979818     -1.979818
   0.97284     -1.977206     -1.977206
   0.97682     -1.974541     -1.974542
   0.98080     -1.971828     -1.971828
   0.98478     -1.969066     -1.969066
   0.98876     -1.966256     -1.966257
   0.99273     -1.963403     -1.963403
   0.99671     -1.960509     -1.960509
   1.00069     -1.957574     -1.957574
   1.00467     -1.954603     -1.954603
   1.00865     -1.951594     -1.951594
   1.01262     -1.948553     -1.948553
   1.01660     -1.945480     -1.945480
   1.02058     -1.942378     -1.942378
   1.02456     -1.939252     -1.939252
   1.02854     -1.936104     -1.936104
   1.03251     -1.932936     -1.932936
   1.03649     -1.929752     -1.929752
   1.04047     -1.926555     -1.926555
   1.04445     -1.923347     -1.923347
   1.04843     -1.920135     -1.920135
   1.05241     -1.916921     -1.916921
   1.05638     -1.913710     -1.913710
   1.06036     -1.910505     -1.910505
   1.06434     -1.907314     -1.907314
   1.06832     -1.904139     -1.904139
   1.07230     -1.900984     -1.900985
   1.07627     -1.897857     -1.897857
   1.08025     -1.894762     -1.894762
   1.08423     -1.891705     -1.891705
   1.08821     -1.888693     -1.888693
   1.09219     -1.885730     -1.885730
   1.09616     -1.882825     -1.882825
   1.10014     -1.879985     -1.879985
   1.10412     -1.877215     -1.877215
   1.10810     -1.874524     -1.874524
   1.11208     -1.871914     -1.871914
   1.11606     -1.869404     -1.869404
   1.12003     -1.866992     -1.866992
   1.12401     -1.864686     -1.864686
   1.12799     -1.862498     -1.862498
   1.13197     -1.860434     -1.860434
   1.13595     -1.858502     -1.858502
   1.13992     -1.856708     -1.856708
   1.14390     -1.855060     -1.855060
   1.14788     -1.853565     -1.853566
   1.15186     -1.852226     -1.852226
   1.15584     -1.851055     -1.851055
   1.15981     -1.850055     -1.850056
   1.16379     -1.849231     -1.849231
   1.16777     -1.848585     -1.848585
   1.17175     -1.848122     -1.848122
   1.17573     -1.847843     -1.847843
   1.17971     -1.847749     -1.847749
   1.17971     -1.847749     -1.847749
   1.18668     -1.848768     -1.848769
   1.19366     -1.851790     -1.851790
   1.20064     -1.856719     -1.856719
   1.20761     -1.863398     -1.863398
   1.21459     -1.871641     -1.871641
   1.22157     -1.881252     -1.881252
   1.22854     -1.892041     -1.892041
   1.23552     -1.903824     -1.903824
   1.24250     -1.916430     -1.916430
   1.24947     -1.929716     -1.929716
   1.25645     -1.943556     -1.943556
   1.26343     -1.957839     -1.957840
   1.27040     -1.972473     -1.972473
   1.27738     -1.987378     -1.987379
   1.28436     -2.002491     -2.002491
   1.29133     -2.017751     -2.017751
   1.29831     -2.033110     -2.033110
   1.30529     -2.048525     -2.048525
   1.31226     -2.063965     -2.063965
   1.31924     -2.079393     -2.079393
   1.32622     -2.094782     -2.094782
   1.33319     -2.110110     -2.110110
   1.34017     -2.125354     -2.125354
   1.34715     -2.140494     -2.140494
   1.35412     -2.155517     -2.155518
   1.36110     -2.170414     -2.170414
   1.36808     -2.185160     -2.185160
   1.37505     -2.199747     -2.199748
   1.38203     -2.214168     -2.214169
   1.38901     -2.228406     -2.228407
   1.39598     -2.242458     -2.242458
   1.40296     -2.256310     -2.256311
   1.40994     -2.269960     -2.269960
   1.41691     -2.283391     -2.283392
   1.42389     -2.296604     -2.296604
   1.43087     -2.309590     -2.309590
   1.43784     -2.322345     -2.322345
   1.44482     -2.334860     -2.334860
   1.45180     -2.347132     -2.347132
   1.45877     -2.359156     -2.359157
   1.46575     -2.370927     -2.370927
   1.47273     -2.382440     -2.382440
   1.47970     -2.393692     -2.393692
   1.48668     -2.404677     -2.404677
   1.49366     -2.415388     -2.415388
   1.50064     -2.425828     -2.425829
   1.50761     -2.435990     -2.435990
   1.51459     -2.445871     -2.445872
   1.52157     -2.455468     -2.455468
   1.52854     -2.464777     -2.464777
   1.53552     -2.473794     -2.473794
   1.54250     -2.482519     -2.482519
   1.54947     -2.490952     -2.490952
   1.55645     -2.499086     -2.499086
   1.56343     -2.506920     -2.506920
   1.57040     -2.514450     -2.514450
   1.57738     -2.521676     -2.521676
   1.58436     -2.528594     -2.528594
   1.59133     -2.535204     -2.535204
   1.59831     -2.541501     -2.541501
   1.60529     -2.547487     -2.547488
   1.61226     -2.553161     -2.553161
   1.61924     -2.558518     -2.558519
   1.62622     -2.563556     -2.563556
   1.63319     -2.568277     -2.568277
   1.64017     -2.572674     -2.572675
   1.64715     -2.576753     -2.576753
   1.65412     -2.580510     -2.580510
   1.66110     -2.583944     -2.583944
   1.66808     -2.587053     -2.587053
   1.67505     -2.589836     -2.589836
   1.68203     -2.592293     -2.592294
   1.68901     -2.594424     -2.594424
   1.69598     -2.596230     -2.596230
   1.70296     -2.597707     -2.597707
   1.70994     -2.598856     -2.598857
   1.71691     -2.599679     -2.599679
   1.72389     -2.600171     -2.600171
   1.73087     -2.600333     -2.600333
 
# Band-Index   12
   1.73087     -2.600332     -2.600333
