      #Energy        TDOS-UP        TDOS-DOWN
     -21.94588       0.00000       0.00000
     -21.92888       0.00000       0.00000
     -21.91288       0.00000       0.00000
     -21.89688       0.00000       0.00000
     -21.88088       0.00000       0.00000
     -21.86388       0.00000       0.00000
     -21.84788       0.00000       0.00000
     -21.83188       0.00000       0.00000
     -21.81588       0.00000       0.00000
     -21.79888       0.00000       0.00000
     -21.78288       0.00000       0.00000
     -21.76688       0.00000       0.00000
     -21.75088       0.00000       0.00000
     -21.73388       0.00000       0.00000
     -21.71788       0.00000       0.00000
     -21.70188       0.00000       0.00000
     -21.68488       0.00000       0.00000
     -21.66888       0.00000       0.00000
     -21.65288       0.00000       0.00000
     -21.63688       0.00000       0.00000
     -21.61988       0.00000       0.00000
     -21.60388       0.00000       0.00000
     -21.58788       0.00000       0.00000
     -21.57188       0.00000       0.00000
     -21.55488       0.00000       0.00000
     -21.53888       0.00000       0.00000
     -21.52288       0.00000       0.00000
     -21.50688       0.00000       0.00000
     -21.48988       0.00000       0.00000
     -21.47388       0.00000       0.00000
     -21.45788       0.00000       0.00000
     -21.44088       0.00000       0.00000
     -21.42488       0.00000       0.00000
     -21.40888       0.00000       0.00000
     -21.39288       0.00000       0.00000
     -21.37588       0.00000       0.00000
     -21.35988       0.00000       0.00000
     -21.34388       0.00000       0.00000
     -21.32788       0.00000       0.00000
     -21.31088       0.00000       0.00000
     -21.29488       0.00000       0.00000
     -21.27888       0.00000       0.00000
     -21.26288       0.00000       0.00000
     -21.24588       0.00000       0.00000
     -21.22988       0.00000       0.00000
     -21.21388       0.00000       0.00000
     -21.19688       0.00000       0.00000
     -21.18088       0.00000       0.00000
     -21.16488       0.00000       0.00000
     -21.14888       0.00000       0.00000
     -21.13188       0.00000       0.00000
     -21.11588       0.00000       0.00000
     -21.09988       0.00000       0.00000
     -21.08388       0.00000       0.00000
     -21.06688       0.00000       0.00000
     -21.05088       0.00000       0.00000
     -21.03488       0.00000       0.00000
     -21.01888       0.00000       0.00000
     -21.00188       0.00000       0.00000
     -20.98588       0.00000       0.00000
     -20.96988       0.00000       0.00000
     -20.95288       0.00000       0.00000
     -20.93688       0.00000       0.00000
     -20.92088       0.00000       0.00000
     -20.90488       0.00000       0.00000
     -20.88788       0.00000       0.00000
     -20.87188       0.00000       0.00000
     -20.85588       0.00000       0.00000
     -20.83988       0.00000       0.00000
     -20.82288       0.00000       0.00000
     -20.80688       0.00000       0.00000
     -20.79088       0.00000       0.00000
     -20.77488       0.00000       0.00000
     -20.75788       0.00000       0.00000
     -20.74188       0.00000       0.00000
     -20.72588       0.00000       0.00000
     -20.70888       0.00000       0.00000
     -20.69288       0.00000       0.00000
     -20.67688       0.00000       0.00000
     -20.66088       0.00000       0.00000
     -20.64388       0.00000       0.00000
     -20.62788       0.00000       0.00000
     -20.61188       0.00003       0.00000
     -20.59588       0.00023       0.00000
     -20.57888       0.00126      -0.00000
     -20.56288       0.00568      -0.00000
     -20.54688       0.02131      -0.00000
     -20.53088       0.06706      -0.00000
