      #Energy        TDOS-UP        TDOS-DOWN
     -20.44076       0.00000       0.00000
     -20.34376       0.00000       0.00000
     -20.24676       0.00000       0.00000
     -20.14876       0.00000       0.00000
     -20.05176       0.00000       0.00000
     -19.95476       0.00000       0.00000
     -19.85776       0.00000       0.00000
     -19.76076       0.00000       0.00000
     -19.66376       0.00000       0.00000
     -19.56676       0.00000       0.00000
     -19.46876       0.00000       0.00000
     -19.37176       0.00000       0.00000
     -19.27476       0.00000       0.00000
     -19.17776       0.00000       0.00000
     -19.08076       6.18900      -6.19400
     -18.98376       6.26500      -6.47300
     -18.88576       3.86300      -3.87700
     -18.78876       5.32700      -5.35500
     -18.69176       7.15900      -6.96000
     -18.59476       1.70800      -1.69200
     -18.49776       4.45900      -3.10500
     -18.40076       5.61400      -5.60900
     -18.30376       2.84600      -2.81800
     -18.20576       3.05300      -2.95400
     -18.10876       1.26800      -1.28700
     -18.01176       5.61800      -5.64000
     -17.91476       3.43700      -3.38700
     -17.81776       3.65400      -3.69600
     -17.72076       3.41700      -3.40800
     -17.62376       4.89400      -4.89200
     -17.52576       3.32700      -3.31700
     -17.42876       7.42500      -7.57400
     -17.33176       4.26500      -4.27500
     -17.23476       3.38300      -3.39200
     -17.13776       4.43700      -4.43100
     -17.04076       3.55400      -3.54200
     -16.94276       4.54000      -4.55300
     -16.84576       4.40700      -4.41100
     -16.74876       4.56100      -4.61100
     -16.65176       4.35600      -4.35300
     -16.55476       4.06000      -4.07500
     -16.45776       3.24900      -3.22100
     -16.36076      10.71000     -11.15000
     -16.26276       2.24900      -2.27100
     -16.16576       3.51600      -3.52200
     -16.06876       3.19900      -3.48500
     -15.97176       2.93500      -6.20200
     -15.87476      10.49000     -17.18000
     -15.77776      17.61000     -18.34000
     -15.68076      16.52000     -19.20000
     -15.58276      18.81000      -9.93200
     -15.48576      12.95000     -20.30000
     -15.38876      13.88000     -16.37000
     -15.29176      15.82000     -80.47000
     -15.19476      99.82000     -28.10000
     -15.09776      59.39000      -6.67800
     -14.99976      11.70000      -8.25000
     -14.90276       9.49300      -8.00200
     -14.80576       4.01600      -3.90500
     -14.70876       3.13800      -3.10500
