1	-.88652929E+03
2	-.86900596E+03
3	-.86884813E+03
4	-.86858588E+03
5	-.86823360E+03
6	-.86781078E+03
7	-.86734155E+03
8	-.86685273E+03
9	-.86637163E+03
10	-.86592467E+03
11	-.86553488E+03
12	-.86522020E+03
13	-.86499167E+03
14	-.86485239E+03
15	-.86479756E+03
16	-.86481456E+03
17	-.86488360E+03
18	-.86498028E+03
19	-.86507619E+03
20	-.86514206E+03
21	-.86514970E+03
22	-.86507445E+03
23	-.86489727E+03
24	-.86460673E+03
25	-.86420007E+03
26	-.86368463E+03
27	-.86307635E+03
28	-.86239840E+03
29	-.86167953E+03
30	-.86095058E+03
31	-.86024191E+03
32	-.85958137E+03
33	-.85899311E+03
34	-.85849482E+03
35	-.85809883E+03
36	-.85781143E+03
37	-.85763356E+03
38	-.85756062E+03
39	-.85758320E+03
40	-.85768806E+03
41	-.85785885E+03
42	-.85807671E+03
43	-.85832179E+03
44	-.85857393E+03
45	-.85881439E+03
46	-.85902579E+03
47	-.85919386E+03
48	-.85930777E+03
49	-.85936119E+03
50	-.85935194E+03
51	-.85928328E+03
52	-.85916119E+03
53	-.85899629E+03
54	-.85880217E+03
55	-.85859392E+03
56	-.85838803E+03
57	-.85820031E+03
58	-.85804471E+03
59	-.85793252E+03
60	-.85787043E+03
61	-.85786032E+03
62	-.85789841E+03
63	-.85797791E+03
64	-.85808824E+03
65	-.85821783E+03
66	-.85835541E+03
67	-.85849119E+03
68	-.85861803E+03
69	-.85873108E+03
70	-.85882821E+03
71	-.85891023E+03
72	-.85897967E+03
73	-.85904055E+03
74	-.85909735E+03
75	-.85915438E+03
76	-.85921524E+03
77	-.85928211E+03
78	-.85935554E+03
79	-.85943450E+03
80	-.85951685E+03
81	-.85959974E+03
82	-.85968014E+03
83	-.85975673E+03
84	-.85982890E+03
85	-.85989750E+03
86	-.85996502E+03
87	-.86003467E+03
88	-.86010994E+03
89	-.86019345E+03
90	-.86028779E+03
91	-.86039365E+03
92	-.86051124E+03
93	-.86063999E+03
94	-.86077884E+03
95	-.86092660E+03
96	-.86108159E+03
97	-.86124155E+03
98	-.86140373E+03
99	-.86156479E+03
100	-.86172022E+03
101	-.86186516E+03
102	-.86199485E+03
103	-.86210465E+03
104	-.86219167E+03
105	-.86225357E+03
106	-.86229064E+03
107	-.86230440E+03
108	-.86229835E+03
109	-.86227763E+03
110	-.86224789E+03
111	-.86221493E+03
112	-.86218453E+03
113	-.86216119E+03
114	-.86214837E+03
115	-.86214787E+03
116	-.86216044E+03
117	-.86218511E+03
118	-.86221952E+03
119	-.86226021E+03
120	-.86230413E+03
121	-.86234695E+03
122	-.86238503E+03
123	-.86241587E+03
124	-.86243724E+03
125	-.86244836E+03
126	-.86244868E+03
127	-.86243897E+03
128	-.86241965E+03
129	-.86239067E+03
130	-.86235182E+03
131	-.86230290E+03
132	-.86224307E+03
133	-.86217219E+03
134	-.86209083E+03
135	-.86200101E+03
136	-.86190533E+03
137	-.86180848E+03
138	-.86171534E+03
139	-.86163248E+03
140	-.86156623E+03
141	-.86152136E+03
142	-.86150189E+03
143	-.86151067E+03
144	-.86154679E+03
145	-.86160826E+03
146	-.86169098E+03
147	-.86178983E+03
148	-.86189899E+03
149	-.86201250E+03
150	-.86212500E+03
151	-.86223232E+03
152	-.86233084E+03
153	-.86241852E+03
154	-.86249406E+03
155	-.86255726E+03
156	-.86260859E+03
157	-.86264959E+03
158	-.86268141E+03
159	-.86270552E+03
160	-.86272354E+03
161	-.86273621E+03
162	-.86274445E+03
163	-.86274891E+03
164	-.86275003E+03
165	-.86274821E+03
166	-.86274450E+03
167	-.86273925E+03
168	-.86273339E+03
169	-.86272826E+03
170	-.86272464E+03
171	-.86272434E+03
172	-.86272864E+03
173	-.86273822E+03
174	-.86275353E+03
175	-.86277429E+03
176	-.86279972E+03
177	-.86282737E+03
178	-.86285417E+03
179	-.86287671E+03
180	-.86289088E+03
181	-.86289231E+03
182	-.86287782E+03
183	-.86284420E+03
184	-.86279032E+03
185	-.86271563E+03
186	-.86262207E+03
187	-.86251309E+03
188	-.86239333E+03
189	-.86226868E+03
190	-.86214592E+03
191	-.86203094E+03
192	-.86193040E+03
193	-.86184875E+03
194	-.86179004E+03
195	-.86175670E+03
196	-.86174961E+03
197	-.86176802E+03
198	-.86180990E+03
199	-.86187203E+03
200	-.86195054E+03
201	-.86204200E+03
202	-.86214218E+03
203	-.86224744E+03
204	-.86235419E+03
205	-.86245923E+03
206	-.86255931E+03
207	-.86265137E+03
208	-.86273216E+03
209	-.86279881E+03
210	-.86284963E+03
211	-.86288326E+03
212	-.86290061E+03
213	-.86290329E+03
214	-.86289382E+03
215	-.86287589E+03
216	-.86285330E+03
217	-.86283049E+03
218	-.86281058E+03
219	-.86279666E+03
220	-.86279117E+03
221	-.86279498E+03
222	-.86280812E+03
223	-.86282979E+03
224	-.86285712E+03
225	-.86288814E+03
226	-.86291840E+03
227	-.86294413E+03
228	-.86296108E+03
229	-.86296558E+03
230	-.86295418E+03
231	-.86292425E+03
232	-.86287439E+03
233	-.86280411E+03
234	-.86271404E+03
235	-.86260638E+03
236	-.86248361E+03
237	-.86234914E+03
238	-.86220676E+03
239	-.86205988E+03
240	-.86191198E+03
241	-.86176560E+03
242	-.86162245E+03
243	-.86148370E+03
244	-.86134940E+03
245	-.86121911E+03
246	-.86109248E+03
247	-.86096906E+03
248	-.86084910E+03
249	-.86073344E+03
250	-.86062421E+03
251	-.86052301E+03
252	-.86043220E+03
253	-.86035378E+03
254	-.86028831E+03
255	-.86023535E+03
256	-.86019359E+03
257	-.86015935E+03
258	-.86012859E+03
259	-.86009749E+03
260	-.86006138E+03
261	-.86001701E+03
262	-.85996196E+03
263	-.85989528E+03
264	-.85981724E+03
265	-.85972911E+03
266	-.85963433E+03
267	-.85953670E+03
268	-.85944113E+03
269	-.85935281E+03
270	-.85927654E+03
271	-.85921665E+03
272	-.85917609E+03
273	-.85915615E+03
274	-.85915670E+03
275	-.85917637E+03
276	-.85921293E+03
277	-.85926310E+03
278	-.85932383E+03
279	-.85939147E+03
280	-.85946259E+03
281	-.85953331E+03
282	-.85959903E+03
283	-.85965502E+03
284	-.85969663E+03
285	-.85972009E+03
286	-.85972266E+03
287	-.85970422E+03
288	-.85966640E+03
289	-.85961340E+03
290	-.85955109E+03
291	-.85948677E+03
292	-.85942881E+03
293	-.85938577E+03
294	-.85936575E+03
295	-.85937428E+03
296	-.85941499E+03
297	-.85948808E+03
298	-.85959085E+03
299	-.85971712E+03
300	-.85985859E+03
301	-.86000559E+03
302	-.86014778E+03
303	-.86027541E+03
304	-.86038050E+03
305	-.86045727E+03
306	-.86050288E+03
307	-.86051722E+03
308	-.86050366E+03
309	-.86046776E+03
310	-.86041760E+03
311	-.86036270E+03
312	-.86031238E+03
313	-.86027555E+03
314	-.86025921E+03
315	-.86026846E+03
316	-.86030454E+03
317	-.86036685E+03
318	-.86045244E+03
319	-.86055552E+03
320	-.86066925E+03
321	-.86078626E+03
322	-.86089791E+03
323	-.86099632E+03
324	-.86107419E+03
325	-.86112629E+03
326	-.86115037E+03
327	-.86114754E+03
328	-.86112333E+03
329	-.86108707E+03
330	-.86105009E+03
331	-.86102391E+03
332	-.86101775E+03
333	-.86103693E+03
334	-.86108168E+03
335	-.86114820E+03
336	-.86122986E+03
337	-.86131892E+03
338	-.86140836E+03
339	-.86149325E+03
340	-.86157039E+03
341	-.86163849E+03
342	-.86169890E+03
343	-.86175250E+03
344	-.86180189E+03
345	-.86184927E+03
346	-.86189607E+03
347	-.86194424E+03
348	-.86199380E+03
349	-.86204489E+03
350	-.86209772E+03
351	-.86215169E+03
352	-.86220750E+03
353	-.86226479E+03
354	-.86232416E+03
355	-.86238587E+03
356	-.86244969E+03
357	-.86251431E+03
358	-.86257876E+03
359	-.86264015E+03
360	-.86269537E+03
361	-.86274024E+03
362	-.86277124E+03
363	-.86278413E+03
364	-.86277595E+03
365	-.86274511E+03
366	-.86269114E+03
367	-.86261568E+03
368	-.86252256E+03
369	-.86241753E+03
370	-.86230799E+03
371	-.86220216E+03
372	-.86210824E+03
373	-.86203349E+03
374	-.86198410E+03
375	-.86196419E+03
376	-.86197449E+03
377	-.86201399E+03
378	-.86207890E+03
379	-.86216332E+03
380	-.86225996E+03
381	-.86236068E+03
382	-.86245712E+03
383	-.86254225E+03
384	-.86260871E+03
385	-.86265309E+03
386	-.86267176E+03
387	-.86266491E+03
388	-.86263425E+03
389	-.86258447E+03
390	-.86252057E+03
391	-.86244925E+03
392	-.86237836E+03
393	-.86231478E+03
394	-.86226530E+03
395	-.86223523E+03
396	-.86222815E+03
397	-.86224579E+03
398	-.86228793E+03
399	-.86235265E+03
400	-.86243648E+03
401	-.86253449E+03
402	-.86264040E+03
403	-.86274823E+03
404	-.86285108E+03
405	-.86294293E+03
406	-.86301871E+03
407	-.86307461E+03
408	-.86310820E+03
409	-.86311865E+03
410	-.86310704E+03
411	-.86307459E+03
412	-.86302423E+03
413	-.86295950E+03
414	-.86288381E+03
415	-.86280093E+03
416	-.86271443E+03
417	-.86262755E+03
418	-.86254338E+03
419	-.86246405E+03
420	-.86239111E+03
421	-.86232571E+03
422	-.86226871E+03
423	-.86222053E+03
424	-.86218194E+03
425	-.86215406E+03
426	-.86213750E+03
427	-.86213321E+03
428	-.86214146E+03
429	-.86216106E+03
430	-.86218938E+03
431	-.86222182E+03
432	-.86225128E+03
433	-.86226953E+03
434	-.86226821E+03
435	-.86223931E+03
436	-.86217685E+03
437	-.86207720E+03
438	-.86194016E+03
439	-.86176971E+03
440	-.86157217E+03
441	-.86135679E+03
442	-.86113415E+03
443	-.86091580E+03
444	-.86071222E+03
445	-.86053254E+03
446	-.86038368E+03
447	-.86026939E+03
448	-.86019070E+03
449	-.86014536E+03
450	-.86012871E+03
451	-.86013405E+03
452	-.86015296E+03
453	-.86017674E+03
454	-.86019665E+03
455	-.86020533E+03
456	-.86019755E+03
457	-.86017010E+03
458	-.86012259E+03
459	-.86005646E+03
460	-.85997502E+03
461	-.85988220E+03
462	-.85978199E+03
463	-.85967714E+03
464	-.85956887E+03
465	-.85945706E+03
466	-.85934006E+03
467	-.85921574E+03
468	-.85908228E+03
469	-.85893853E+03
470	-.85878523E+03
471	-.85862510E+03
472	-.85846300E+03
473	-.85830576E+03
474	-.85816193E+03
475	-.85804130E+03
476	-.85795359E+03
477	-.85790807E+03
478	-.85791021E+03
479	-.85796235E+03
480	-.85806252E+03
481	-.85820345E+03
482	-.85837500E+03
483	-.85856444E+03
484	-.85875812E+03
485	-.85894389E+03
486	-.85911102E+03
487	-.85925151E+03
488	-.85936038E+03
489	-.85943562E+03
490	-.85947856E+03
491	-.85949310E+03
492	-.85948523E+03
493	-.85946269E+03
494	-.85943381E+03
495	-.85940691E+03
496	-.85938971E+03
497	-.85938864E+03
498	-.85940875E+03
499	-.85945362E+03
500	-.85952536E+03
501	-.85962482E+03
502	-.85975211E+03
503	-.85990704E+03
504	-.86008813E+03
505	-.86029435E+03
506	-.86052263E+03
507	-.86076992E+03
508	-.86103241E+03
509	-.86130447E+03
510	-.86158078E+03
511	-.86185450E+03
512	-.86211887E+03
513	-.86236670E+03
514	-.86259198E+03
515	-.86278912E+03
516	-.86295434E+03
517	-.86308607E+03
518	-.86318504E+03
519	-.86325403E+03
520	-.86329863E+03
521	-.86332562E+03
522	-.86334294E+03
523	-.86335857E+03
524	-.86337951E+03
525	-.86341169E+03
526	-.86345898E+03
527	-.86352368E+03
528	-.86360645E+03
529	-.86370666E+03
530	-.86382265E+03
531	-.86395232E+03
532	-.86409263E+03
533	-.86424013E+03
534	-.86439042E+03
535	-.86453856E+03
536	-.86467964E+03
537	-.86480728E+03
538	-.86491654E+03
539	-.86500256E+03
540	-.86506190E+03
541	-.86509213E+03
542	-.86509227E+03
543	-.86506204E+03
544	-.86500308E+03
545	-.86491745E+03
546	-.86480810E+03
547	-.86467926E+03
548	-.86453598E+03
549	-.86438389E+03
550	-.86422942E+03
551	-.86407866E+03
552	-.86393802E+03
553	-.86381303E+03
554	-.86370876E+03
555	-.86362960E+03
556	-.86357724E+03
557	-.86355235E+03
558	-.86355385E+03
559	-.86357828E+03
560	-.86362016E+03
561	-.86367306E+03
562	-.86372933E+03
563	-.86378050E+03
564	-.86381831E+03
565	-.86383475E+03
566	-.86382343E+03
567	-.86377969E+03
568	-.86370111E+03
569	-.86358851E+03
570	-.86344458E+03
571	-.86327496E+03
572	-.86308718E+03
573	-.86289005E+03
574	-.86269350E+03
575	-.86250574E+03
576	-.86233489E+03
577	-.86218741E+03
578	-.86206703E+03
579	-.86197585E+03
580	-.86191377E+03
581	-.86187858E+03
582	-.86186627E+03
583	-.86187170E+03
584	-.86188859E+03
585	-.86191028E+03
586	-.86193067E+03
587	-.86194382E+03
588	-.86194554E+03
589	-.86193246E+03
590	-.86190348E+03
