0.000000000000000000e+00 2.366209324113917670e-02
5.454545454545454142e-01 4.409788351659018300e-03
1.090909090909090828e+00 -1.788315066614470927e-02
1.636363636363636243e+00 2.336742944648588852e-02
2.181818181818181657e+00 1.471998562770360786e-01
2.727272727272727071e+00 2.789261605581131453e-01
3.272727272727272485e+00 3.264397207614850860e-01
3.818181818181817899e+00 2.789261605581131453e-01
4.363636363636363313e+00 1.471998562770354402e-01
4.909090909090908283e+00 2.336742944648559361e-02
5.454545454545454142e+00 -1.788315066614384191e-02
6.000000000000000000e+00 4.409788351659837957e-03
