#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 180  40
# Band-Index    1
   1.68197    -13.454920  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.69933    -13.440169  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.71668    -13.425843  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.73403    -13.411986  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.75138    -13.398599  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.76873    -13.385754  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.78608    -13.373506  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.80343    -13.361864  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.82079    -13.350851  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.83814    -13.340522  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.85549    -13.330896  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.87284    -13.322043  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.89019    -13.313954  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.90754    -13.306641  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.92489    -13.300132  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.94225    -13.294425  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.95960    -13.289582  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.97695    -13.285581  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.99430    -13.282467  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.01165    -13.280247  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.02900    -13.278884  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.04635    -13.278447  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.04635    -13.278447  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.07088    -13.279219  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.09541    -13.281578  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.11993    -13.285758  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.14446    -13.292066  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.16898    -13.300870  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.19351    -13.312430  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.21803    -13.326834  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.24256    -13.344026  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.26708    -13.363867  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.29161    -13.386224  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.003
   2.31613    -13.410981  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.000  0.003
   2.34066    -13.437957  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.000  0.003
   2.36518    -13.467103  0.003  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.000  0.004
   2.38971    -13.498178  0.003  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.000  0.004
   2.41423    -13.531127  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.000  0.006
   2.43876    -13.565857  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.000  0.006
   2.46328    -13.602206  0.004  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.000  0.006
   2.48781    -13.640025  0.005  0.000  0.000  0.001  0.000  0.000  0.000  0.001  0.000  0.007
   2.51234    -13.679256  0.005  0.000  0.000  0.001  0.000  0.000  0.000  0.001  0.000  0.007
   2.53686    -13.719659  0.006  0.000  0.000  0.001  0.000  0.000  0.000  0.001  0.000  0.008
   2.56139    -13.761191  0.006  0.000  0.000  0.001  0.000  0.000  0.000  0.001  0.000  0.009
   2.58591    -13.803681  0.006  0.000  0.000  0.001  0.000  0.000  0.000  0.001  0.000  0.009
   2.61044    -13.847032  0.007  0.000  0.000  0.001  0.000  0.000  0.000  0.001  0.000  0.010
   2.63496    -13.891054  0.008  0.000  0.000  0.001  0.000  0.000  0.000  0.001  0.000  0.010
   2.65949    -13.935639  0.008  0.000  0.000  0.001  0.000  0.000  0.000  0.001  0.000  0.010
   2.68401    -13.980645  0.008  0.000  0.000  0.001  0.000  0.000  0.000  0.001  0.000  0.010
   2.70854    -14.025958  0.008  0.000  0.000  0.001  0.000  0.000  0.000  0.001  0.000  0.010
   2.73306    -14.071426  0.009  0.000  0.000  0.001  0.000  0.000  0.000  0.001  0.000  0.011
   2.75759    -14.116911  0.009  0.000  0.000  0.001  0.000  0.000  0.000  0.001  0.000  0.011
   2.78211    -14.162279  0.009  0.000  0.000  0.001  0.000  0.000  0.000  0.001  0.000  0.011
   2.80664    -14.207418  0.009  0.000  0.000  0.001  0.000  0.000  0.000  0.001  0.000  0.011
   2.83116    -14.252180  0.009  0.000  0.000  0.001  0.000  0.000  0.000  0.001  0.000  0.011
   2.85569    -14.296416  0.009  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.000  0.013
   2.88021    -14.340067  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.000  0.013
   2.90474    -14.382940  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.000  0.013
   2.92926    -14.425018  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.000  0.013
   2.95379    -14.466149  0.011  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.001  0.013
   2.97832    -14.506189  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.001  0.014
   3.00284    -14.545085  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.001  0.014
   3.02737    -14.582726  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.014
   3.05189    -14.618991  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.014
   3.07642    -14.653797  0.012  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.10094    -14.687068  0.013  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.12547    -14.718723  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.14999    -14.748641  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.17452    -14.776849  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.19904    -14.803237  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.22357    -14.827745  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.24809    -14.850321  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.27262    -14.870844  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.29714    -14.889382  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.32167    -14.905827  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.34619    -14.920136  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.37072    -14.932301  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.39525    -14.942294  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.41977    -14.950049  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.44430    -14.955612  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.46882    -14.958916  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
   3.49335    -14.960006  0.014  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.015
 
 
# Band-Index    2
   3.49335    -14.185493  0.778  0.000  0.013  0.000  0.000  0.000  0.005  0.000  0.001  0.799
   3.46882    -14.184473  0.778  0.000  0.013  0.000  0.000  0.000  0.005  0.000  0.001  0.799
   3.44430    -14.181341  0.778  0.000  0.013  0.000  0.000  0.000  0.005  0.000  0.001  0.799
   3.41977    -14.176096  0.778  0.000  0.013  0.000  0.000  0.000  0.005  0.000  0.001  0.798
   3.39525    -14.168791  0.777  0.001  0.013  0.001  0.000  0.001  0.005  0.001  0.001  0.798
   3.37072    -14.159429  0.776  0.001  0.013  0.001  0.000  0.001  0.005  0.001  0.001  0.799
   3.34619    -14.148090  0.774  0.001  0.013  0.002  0.000  0.001  0.005  0.002  0.001  0.799
   3.32167    -14.134782  0.773  0.002  0.013  0.002  0.000  0.002  0.004  0.003  0.001  0.800
   3.29714    -14.119551  0.771  0.002  0.013  0.003  0.000  0.003  0.004  0.003  0.001  0.800
   3.27262    -14.102504  0.769  0.003  0.013  0.004  0.000  0.003  0.004  0.004  0.001  0.801
   3.24809    -14.083731  0.766  0.004  0.013  0.004  0.000  0.004  0.004  0.005  0.001  0.801
   3.22357    -14.063243  0.764  0.004  0.013  0.005  0.000  0.005  0.004  0.006  0.001  0.802
   3.19904    -14.041150  0.760  0.005  0.013  0.006  0.000  0.006  0.004  0.008  0.001  0.802
   3.17452    -14.017552  0.757  0.006  0.013  0.007  0.000  0.007  0.004  0.009  0.001  0.803
   3.14999    -13.992581  0.754  0.007  0.013  0.008  0.000  0.008  0.003  0.010  0.001  0.803
   3.12547    -13.966347  0.749  0.008  0.013  0.010  0.000  0.009  0.003  0.012  0.001  0.805
   3.10094    -13.938905  0.745  0.008  0.013  0.011  0.000  0.010  0.003  0.014  0.001  0.806
   3.07642    -13.910389  0.739  0.009  0.012  0.012  0.000  0.011  0.003  0.016  0.001  0.805
   3.05189    -13.880915  0.735  0.010  0.012  0.013  0.000  0.013  0.003  0.018  0.001  0.805
   3.02737    -13.850663  0.728  0.011  0.012  0.015  0.000  0.014  0.002  0.020  0.001  0.804
   3.00284    -13.819732  0.722  0.012  0.012  0.016  0.000  0.015  0.002  0.022  0.001  0.803
   2.97832    -13.788276  0.714  0.013  0.012  0.018  0.000  0.017  0.002  0.024  0.001  0.801
   2.95379    -13.756447  0.705  0.014  0.012  0.019  0.000  0.018  0.002  0.027  0.001  0.798
   2.92926    -13.724376  0.696  0.014  0.012  0.021  0.000  0.019  0.002  0.030  0.001  0.794
   2.90474    -13.692220  0.685  0.015  0.012  0.022  0.000  0.020  0.002  0.032  0.002  0.788
   2.88021    -13.660145  0.671  0.015  0.011  0.023  0.000  0.021  0.001  0.035  0.002  0.780
   2.85569    -13.628353  0.655  0.016  0.011  0.025  0.000  0.022  0.001  0.038  0.002  0.769
   2.83116    -13.597040  0.633  0.016  0.011  0.026  0.000  0.022  0.001  0.040  0.002  0.753
   2.80664    -13.566351  0.608  0.015  0.010  0.027  0.000  0.022  0.001  0.043  0.002  0.730
   2.78211    -13.536615  0.575  0.015  0.010  0.028  0.000  0.021  0.001  0.045  0.003  0.697
   2.75759    -13.508174  0.532  0.014  0.010  0.028  0.000  0.020  0.001  0.046  0.003  0.652
   2.73306    -13.481385  0.476  0.012  0.008  0.027  0.000  0.017  0.000  0.046  0.003  0.590
   2.70854    -13.456691  0.407  0.010  0.007  0.025  0.000  0.014  0.000  0.043  0.003  0.510
   2.68401    -13.434565  0.328  0.007  0.006  0.022  0.000  0.010  0.000  0.039  0.003  0.416
   2.65949    -13.415142  0.248  0.005  0.005  0.018  0.000  0.007  0.000  0.033  0.003  0.319
   2.63496    -13.398297  0.178  0.003  0.003  0.014  0.000  0.004  0.000  0.026  0.003  0.233
   2.61044    -13.383699  0.124  0.002  0.003  0.011  0.000  0.002  0.000  0.020  0.002  0.165
   2.58591    -13.370888  0.087  0.001  0.002  0.008  0.000  0.001  0.000  0.015  0.002  0.116
   2.56139    -13.359437  0.059  0.000  0.002  0.006  0.000  0.000  0.000  0.011  0.001  0.081
   2.53686    -13.349039  0.042  0.000  0.001  0.004  0.000  0.000  0.000  0.009  0.001  0.056
   2.51234    -13.339425  0.030  0.000  0.000  0.003  0.000  0.000  0.000  0.006  0.001  0.040
   2.48781    -13.330483  0.020  0.000  0.000  0.002  0.000  0.000  0.000  0.005  0.001  0.029
   2.46328    -13.322142  0.015  0.000  0.000  0.002  0.000  0.000  0.000  0.003  0.000  0.020
   2.43876    -13.314307  0.010  0.000  0.000  0.001  0.000  0.000  0.000  0.002  0.000  0.014
   2.41423    -13.306908  0.007  0.000  0.000  0.001  0.000  0.000  0.000  0.002  0.000  0.010
   2.38971    -13.299989  0.004  0.000  0.000  0.001  0.000  0.000  0.000  0.001  0.000  0.006
   2.36518    -13.293464  0.003  0.000  0.000  0.000  0.000  0.000  0.000  0.001  0.000  0.004
   2.34066    -13.287294  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.003
   2.31613    -13.281491  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   2.29161    -13.275991  0.001  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.001
   2.26708    -13.270762  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.24256    -13.265689  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.21803    -13.260711  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.19351    -13.255821  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.16898    -13.250979  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.14446    -13.246278  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.11993    -13.242061  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.09541    -13.238694  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.07088    -13.236523  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.04635    -13.235753  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.04635    -13.235753  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.02900    -13.236047  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   2.01165    -13.236992  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.99430    -13.238531  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.97695    -13.240704  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.95960    -13.243488  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.94225    -13.246839  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.92489    -13.250775  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.90754    -13.255257  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.89019    -13.260279  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.87284    -13.265830  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.85549    -13.271892  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.83814    -13.278461  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.82079    -13.285500  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.80343    -13.292982  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.78608    -13.300866  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.76873    -13.309135  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.75138    -13.317772  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.73403    -13.326753  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.71668    -13.336034  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.69933    -13.345578  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.68197    -13.355373  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.66462    -13.365361  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
   1.64727    -13.375537  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000
