#K-Path(1/A)         Spin-Up(eV)   Spin-Down(eV)
# NKPTS & NBANDS: 150 160
# Band-Index    1
   1.32420     -6.570756     -6.571992
   1.31108     -6.529951     -6.531182
   1.29796     -6.486984     -6.488212
   1.28484     -6.441787     -6.443011
   1.27173     -6.394301     -6.395520
   1.25861     -6.344484     -6.345700
   1.24549     -6.292316     -6.293529
   1.23237     -6.237806     -6.239015
   1.21925     -6.180989     -6.182196
   1.20613     -6.121936     -6.123140
   1.19301     -6.060750     -6.061950
   1.17989     -5.997568     -5.998764
   1.16677     -5.932561     -5.933751
   1.15365     -5.865951     -5.867123
   1.14053     -5.858661     -5.859791
   1.12741     -5.865754     -5.866892
   1.11429     -5.876528     -5.877673
   1.10117     -5.890974     -5.892124
   1.08806     -5.909072     -5.910226
   1.07494     -5.930794     -5.931953
   1.06182     -5.956103     -5.957266
   1.04870     -5.984952     -5.986119
   1.03558     -6.017286     -6.018457
   1.02246     -6.053042     -6.054217
   1.00934     -6.092149     -6.093329
   0.99622     -6.134531     -6.135716
   0.98310     -6.180106     -6.181295
   0.96998     -6.228781     -6.229976
   0.95686     -6.280444     -6.281643
   0.94374     -6.273453     -6.272857
   0.93062     -6.226048     -6.225009
   0.91751     -6.177768     -6.176203
   0.90439     -6.128674     -6.126470
   0.89127     -6.079106     -6.080725
   0.87815     -6.188202     -6.189862
   0.87815     -6.188202     -6.189862
   0.87159     -6.154727     -6.156378
   0.86503     -6.120482     -6.122131
   0.85847     -6.086582     -6.088230
   0.85191     -6.079429     -6.075690
   0.84535     -6.088890     -6.087061
   0.83879     -6.098059     -6.096282
   0.83223     -6.109155     -6.107549
   0.82567     -6.120035     -6.118595
   0.81911     -6.130674     -6.129390
   0.81255     -6.141066     -6.139928
   0.80599     -6.151208     -6.150207
   0.79943     -6.161099     -6.160226
   0.79287     -6.170736     -6.169983
   0.78631     -6.180119     -6.179478
   0.77975     -6.189246     -6.188710
   0.77319     -6.198117     -6.197679
   0.76663     -6.206729     -6.206384
   0.76007     -6.215084     -6.214825
   0.75351     -6.223178     -6.223000
   0.74694     -6.231011     -6.230910
   0.74038     -6.238580     -6.238553
   0.73382     -6.245878     -6.245924
   0.72726     -6.252847     -6.252990
   0.72070     -6.247743     -6.248926
   0.71414     -6.235923     -6.237106
   0.70758     -6.222464     -6.223656
   0.70102     -6.203695     -6.204904
   0.69446     -6.184681     -6.185892
   0.68790     -6.165481     -6.166693
   0.68134     -6.146104     -6.147316
   0.67478     -6.126552     -6.127764
   0.66822     -6.106827     -6.108038
   0.66166     -6.086931     -6.088142
   0.65510     -6.066865     -6.068076
   0.64854     -6.046631     -6.047841
   0.64198     -6.026230     -6.027439
   0.63542     -6.005662     -6.006871
   0.62886     -5.984931     -5.986139
   0.62230     -5.964038     -5.965244
   0.61574     -5.942983     -5.944187
   0.60918     -5.921770     -5.922970
   0.60262     -5.900405     -5.901595
   0.59606     -5.887274     -5.880061
   0.58950     -5.889281     -5.858373
   0.58294     -5.890943     -5.836529
   0.57638     -5.892238     -5.814533
   0.56982     -5.893165     -5.792388
   0.56326     -5.893722     -5.770096
   0.55670     -5.893907     -5.748431
   0.55670     -5.893907     -5.748431
   0.54534     -5.893786     -5.786975
   0.53398     -5.893425     -5.828308
   0.52262     -5.892832     -5.871547
   0.51126     -5.915384     -5.916581
   0.49989     -5.962079     -5.963294
   0.48853     -6.010342     -6.011563
   0.47717     -6.053121     -6.049112
   0.46581     -6.089880     -6.091554
   0.45445     -6.131909     -6.133076
   0.44309     -6.140939     -6.142110
   0.43173     -6.150850     -6.152024
   0.42037     -6.161646     -6.162822
   0.40900     -6.173316     -6.174495
   0.39764     -6.185846     -6.187028
   0.38628     -6.199220     -6.200406
   0.37492     -6.213422     -6.214611
   0.36356     -6.228432     -6.229624
   0.35220     -6.244232     -6.245427
   0.34084     -6.260802     -6.262001
   0.32948     -6.278119     -6.279321
   0.31811     -6.296162     -6.297368
   0.30675     -6.314910     -6.316120
   0.29539     -6.334337     -6.335551
   0.28403     -6.354418     -6.355635
   0.27267     -6.375129     -6.376350
   0.26131     -6.396443     -6.397668
   0.24995     -6.418333     -6.419562
   0.23859     -6.440771     -6.442005
   0.22722     -6.463728     -6.464965
   0.21586     -6.487175     -6.488416
   0.20450     -6.511080     -6.512324
   0.19314     -6.535411     -6.536660
   0.18178     -6.560137     -6.561389
   0.17042     -6.585223     -6.586478
   0.15906     -6.610633     -6.611892
   0.14770     -6.636331     -6.637594
   0.13633     -6.662279     -6.663545
   0.12497     -6.688438     -6.689706
   0.11361     -6.714764     -6.716036
   0.10225     -6.741215     -6.742490
   0.09089     -6.767744     -6.769021
   0.07953     -6.794303     -6.795582
   0.06817     -6.820837     -6.822118
   0.05681     -6.847291     -6.848574
   0.04544     -6.873607     -6.874891
   0.03408     -6.899717     -6.901001
   0.02272     -6.925552     -6.926837
   0.01136     -6.951041     -6.952326
   0.00000     -6.975957     -6.977242
 
 
# Band-Index   25
   0.00000     -6.975694     -6.976897
   0.01136     -6.925865     -6.927131
   0.02272     -6.875552     -6.876814
   0.03408     -6.824820     -6.826080
   0.04544     -6.773691     -6.774948
   0.05681     -6.722174     -6.723429
   0.06817     -6.670280     -6.671533
   0.07953     -6.618021     -6.619272
   0.09089     -6.565404     -6.566652
   0.10225     -6.512443     -6.513689
   0.11361     -6.459148     -6.460392
   0.12497     -6.405529     -6.406770
   0.13633     -6.351599     -6.352838
   0.14770     -6.297368     -6.298605
   0.15906     -6.242849     -6.244083
   0.17042     -6.188055     -6.189286
   0.18178     -6.132998     -6.134226
   0.19314     -6.077692     -6.078916
   0.20450     -6.022151     -6.023369
   0.21586     -5.966391     -5.967599
   0.22722     -5.910437     -5.911619
   0.23859     -5.856360     -5.855445
   0.24995     -5.856104     -5.799093
   0.26131     -5.857177     -5.742576
   0.27267     -5.858368     -5.685913
   0.28403     -5.859676     -5.629125
   0.29539     -5.861104     -5.572269
   0.30675     -5.862656     -5.538999
   0.31811     -5.864334     -5.535952
   0.32948     -5.866133     -5.534947
   0.34084     -5.868050     -5.534273
   0.35220     -5.870078     -5.535913
   0.36356     -5.872215     -5.570114
   0.37492     -5.874461     -5.619843
   0.38628     -5.876836     -5.669787
   0.39764     -5.879406     -5.719323
   0.40900     -5.882376     -5.768328
   0.42037     -5.886514     -5.816750
   0.43173     -5.895990     -5.864558
   0.44309     -5.924535     -5.911729
   0.45445     -5.965943     -5.958245
   0.46581     -6.009579     -6.004086
   0.47717     -6.000572     -6.002233
   0.48853     -5.911536     -5.913149
   0.49989     -5.890848     -5.824368
   0.51126     -5.891935     -5.735927
   0.52262     -5.870311     -5.648175
   0.53398     -5.827092     -5.675388
   0.54534     -5.785766     -5.710402
   0.55670     -5.747233     -5.746840
   0.55670     -5.747233     -5.746840
   0.56326     -5.768891     -5.725028
   0.56982     -5.791182     -5.702296
   0.57638     -5.813326     -5.679417
   0.58294     -5.835320     -5.656396
   0.58950     -5.857159     -5.633234
   0.59606     -5.878823     -5.609935
   0.60262     -5.884829     -5.586499
   0.60918     -5.882084     -5.562931
   0.61574     -5.878973     -5.539234
   0.62230     -5.875508     -5.515428
   0.62886     -5.871693     -5.508673
   0.63542     -5.867535     -5.522489
   0.64198     -5.863039     -5.536764
   0.64854     -5.858210     -5.551392
   0.65510     -5.853056     -5.566349
   0.66166     -5.847585     -5.581617
   0.66822     -5.841807     -5.597180
   0.67478     -5.835730     -5.613021
   0.68134     -5.829367     -5.629126
   0.68790     -5.822729     -5.645483
   0.69446     -5.815831     -5.662078
   0.70102     -5.808690     -5.678903
   0.70758     -5.801327     -5.695945
   0.71414     -5.793763     -5.713192
   0.72070     -5.786031     -5.730637
   0.72726     -5.778170     -5.748269
   0.73382     -5.770345     -5.766082
   0.74038     -5.782489     -5.784066
   0.74694     -5.800606     -5.802213
   0.75351     -5.818900     -5.820518
   0.76007     -5.837349     -5.838973
   0.76663     -5.855944     -5.857572
   0.77319     -5.874678     -5.876311
   0.77975     -5.893546     -5.895183
   0.78631     -5.912543     -5.914183
   0.79287     -5.931664     -5.933306
   0.79943     -5.950903     -5.952549
   0.80599     -5.970259     -5.971908
   0.81255     -5.989725     -5.991376
   0.81911     -6.009299     -6.010951
   0.82567     -6.028974     -6.030628
   0.83223     -6.048743     -6.050393
   0.83879     -6.068566     -6.070194
   0.84535     -6.085684     -6.084139
   0.85191     -6.074914     -6.072714
   0.85847     -6.067561     -6.063615
   0.86503     -6.055448     -6.051290
   0.87159     -6.043108     -6.038737
   0.87815     -6.032383     -6.028018
   0.87815     -6.032383     -6.028018
   0.89127     -6.078835     -6.075850
   0.90439     -5.979613     -5.973995
   0.91751     -5.952042     -5.945177
   0.93062     -5.923803     -5.915744
   0.94374     -5.894986     -5.885354
   0.95686     -5.865819     -5.854023
   0.96998     -5.836711     -5.821774
   0.98310     -5.808450     -5.788641
   0.99622     -5.782610     -5.754666
   1.00934     -5.762095     -5.719912
   1.02246     -5.750299     -5.684476
   1.03558     -5.747509     -5.648515
   1.04870     -5.750606     -5.612315
   1.06182     -5.756657     -5.576438
   1.07494     -5.764024     -5.542134
   1.08806     -5.771883     -5.517890
   1.10117     -5.779804     -5.588825
   1.11429     -5.787550     -5.659646
   1.12741     -5.794984     -5.729805
   1.14053     -5.802373     -5.799038
   1.15365     -5.855219     -5.856339
   1.16677     -5.855485     -5.856598
   1.17989     -5.859375     -5.860483
   1.19301     -5.866871     -5.867981
   1.20613     -5.877934     -5.879051
   1.21925     -5.892516     -5.893643
   1.23237     -5.910563     -5.911700
   1.24549     -5.932004     -5.933151
   1.25861     -5.956765     -5.957921
   1.27173     -5.984761     -5.985925
   1.28484     -6.015903     -6.017074
   1.29796     -6.050093     -6.051272
   1.31108     -6.087227     -6.088413
   1.32420     -6.127195     -6.128387
   1.33732     -6.169884     -6.171082
   1.35044     -6.215172     -6.216376
   1.36356     -6.262934     -6.264144
   1.37668     -6.313044     -6.314260
   1.38980     -6.365367     -6.366588
   1.40292     -6.419767     -6.420992
   1.41604     -6.476100     -6.477330
   1.42916     -6.534221     -6.535456
   1.44228     -6.593979     -6.595217
   1.45539     -6.655215     -6.656457
   1.46851     -6.717765     -6.719010
   1.48163     -6.781455     -6.782702
   1.49475     -6.846104     -6.847353
   1.50787     -6.911513     -6.912762
   1.52099     -6.975694     -6.976897
 
 
# Band-Index   26
   1.52099     -6.973746     -6.974927
   1.50787     -6.893230     -6.894489
   1.49475     -6.811206     -6.812464
   1.48163     -6.729770     -6.731026
   1.46851     -6.648984     -6.650236
   1.45539     -6.568906     -6.570155
   1.44228     -6.489594     -6.490840
   1.42916     -6.411107     -6.412349
   1.41604     -6.333502     -6.334740
   1.40292     -6.256839     -6.258073
   1.38980     -6.181177     -6.182406
   1.37668     -6.106576     -6.107799
   1.36356     -6.033095     -6.034310
   1.35044     -5.960798     -5.961999
   1.33732     -5.889775     -5.890925
   1.32420     -5.848500     -5.821146
   1.31108     -5.847981     -5.752722
   1.29796     -5.847185     -5.685711
   1.28484     -5.846023     -5.620179
   1.27173     -5.844457     -5.556274
   1.25861     -5.842455     -5.532320
   1.24549     -5.839991     -5.529169
   1.23237     -5.837041     -5.525531
   1.21925     -5.833588     -5.521378
   1.20613     -5.829618     -5.516722
   1.19301     -5.825124     -5.511597
   1.17989     -5.820103     -5.506071
   1.16677     -5.814558     -5.500262
   1.15365     -5.808488     -5.494396
   1.14053     -5.797435     -5.488919
   1.12741     -5.728581     -5.484800
   1.11429     -5.658445     -5.484299
   1.10117     -5.587669     -5.492042
   1.08806     -5.570889     -5.511940
   1.07494     -5.587226     -5.520846
   1.06182     -5.609415     -5.560506
   1.04870     -5.636245     -5.599372
   1.03558     -5.665976     -5.637401
   1.02246     -5.697240     -5.674564
   1.00934     -5.729165     -5.710833
   0.99622     -5.761218     -5.746187
   0.98310     -5.793064     -5.780607
   0.96998     -5.824486     -5.814078
   0.95686     -5.855333     -5.846584
   0.94374     -5.885500     -5.878115
   0.93062     -5.914909     -5.908660
   0.91751     -5.943499     -5.938210
   0.90439     -5.971361     -5.970714
   0.89127     -6.006248     -6.001046
   0.87815     -6.029925     -6.024958
   0.87815     -6.029925     -6.024958
   0.87159     -6.039025     -6.035902
   0.86503     -6.051086     -6.048361
   0.85847     -6.063101     -6.060655
   0.85191     -6.053025     -6.054661
   0.84535     -6.019881     -6.021521
   0.83879     -5.987144     -5.988783
   0.83223     -5.954845     -5.956481
   0.82567     -5.923008     -5.924643
   0.81911     -5.891662     -5.893294
   0.81255     -5.860832     -5.862463
   0.80599     -5.830551     -5.832178
   0.79943     -5.800848     -5.802471
   0.79287     -5.771758     -5.773375
   0.78631     -5.743330     -5.744923
   0.77975     -5.723141     -5.717151
   0.77319     -5.726662     -5.690092
   0.76663     -5.732264     -5.663791
   0.76007     -5.739023     -5.638285
   0.75351     -5.746436     -5.613614
   0.74694     -5.754202     -5.589820
   0.74038     -5.762120     -5.566944
   0.73382     -5.764283     -5.545030
   0.72726     -5.746615     -5.524118
   0.72070     -5.728999     -5.504251
   0.71414     -5.711563     -5.485470
   0.70758     -5.694321     -5.467832
   0.70102     -5.677284     -5.452792
   0.69446     -5.660462     -5.456750
   0.68790     -5.643870     -5.461719
   0.68134     -5.627516     -5.466823
   0.67478     -5.611414     -5.471928
   0.66822     -5.595575     -5.476950
   0.66166     -5.580014     -5.481831
   0.65510     -5.564748     -5.486530
   0.64854     -5.549792     -5.491013
   0.64198     -5.535162     -5.495255
   0.63542     -5.520878     -5.499231
   0.62886     -5.506976     -5.502862
   0.62230     -5.514228     -5.506441
   0.61574     -5.538042     -5.509542
   0.60918     -5.561738     -5.512354
   0.60262     -5.585305     -5.514855
   0.59606     -5.608739     -5.517034
   0.58950     -5.632037     -5.518888
   0.58294     -5.655197     -5.520410
   0.57638     -5.678218     -5.521597
   0.56982     -5.701095     -5.522448
   0.56326     -5.723825     -5.522958
   0.55670     -5.745631     -5.523129
   0.55670     -5.745631     -5.523129
   0.54534     -5.709204     -5.523156
   0.53398     -5.674195     -5.560139
   0.52262     -5.646552     -5.642290
   0.51126     -5.734281     -5.612264
   0.49989     -5.822703     -5.584369
   0.48853     -5.889404     -5.559004
   0.47717     -5.887733     -5.536244
   0.46581     -5.885567     -5.524478
   0.45445     -5.882500     -5.524885
   0.44309     -5.876527     -5.525361
   0.43173     -5.857087     -5.525907
   0.42037     -5.818058     -5.526520
   0.40900     -5.773276     -5.527196
   0.39764     -5.727045     -5.527922
   0.38628     -5.680323     -5.528663
   0.37492     -5.633598     -5.529320
   0.36356     -5.587468     -5.529295
   0.35220     -5.543405     -5.513346
   0.34084     -5.509123     -5.484360
   0.32948     -5.501722     -5.498955
   0.31811     -5.515762     -5.516624
   0.30675     -5.536357     -5.535343
   0.29539     -5.570988     -5.561197
   0.28403     -5.627880     -5.587571
   0.27267     -5.684668     -5.616799
   0.26131     -5.741323     -5.648799
   0.24995     -5.797815     -5.683509
   0.23859     -5.852904     -5.720869
   0.22722     -5.854072     -5.760813
   0.21586     -5.853253     -5.803274
   0.20450     -5.853034     -5.848181
   0.19314     -5.894352     -5.895458
   0.18178     -5.943866     -5.945028
   0.17042     -5.995628     -5.996810
   0.15906     -6.049529     -6.050722
   0.14770     -6.105477     -6.106678
   0.13633     -6.163385     -6.164593
   0.12497     -6.223163     -6.224376
   0.11361     -6.284720     -6.285938
   0.10225     -6.347968     -6.349191
   0.09089     -6.412811     -6.414038
   0.07953     -6.479156     -6.480387
   0.06817     -6.546909     -6.548143
   0.05681     -6.615972     -6.617209
   0.04544     -6.686250     -6.687489
   0.03408     -6.757642     -6.758884
   0.02272     -6.830045     -6.831287
   0.01136     -6.903349     -6.904590
   0.00000     -6.973746     -6.974927
 
 
# Band-Index   27
   0.00000     -5.841071     -5.530643
   0.01136     -5.841132     -5.530733
   0.02272     -5.841315     -5.530999
   0.03408     -5.841613     -5.531432
   0.04544     -5.842018     -5.532018
   0.05681     -5.842520     -5.532737
   0.06817     -5.843106     -5.533566
   0.07953     -5.843760     -5.534477
   0.09089     -5.844469     -5.535441
   0.10225     -5.845217     -5.536428
   0.11361     -5.845992     -5.537409
   0.12497     -5.846781     -5.538354
   0.13633     -5.847574     -5.539234
   0.14770     -5.848365     -5.540027
   0.15906     -5.849151     -5.540708
   0.17042     -5.849929     -5.541261
   0.18178     -5.850697     -5.541670
   0.19314     -5.851435     -5.541926
   0.20450     -5.846285     -5.542021
   0.21586     -5.801994     -5.541955
   0.22722     -5.759572     -5.541729
   0.23859     -5.719643     -5.541349
   0.24995     -5.682290     -5.540824
   0.26131     -5.647582     -5.540166
   0.27267     -5.615579     -5.539388
   0.28403     -5.586338     -5.538499
   0.29539     -5.559910     -5.537450
   0.30675     -5.514321     -5.515004
   0.31811     -5.503703     -5.458010
   0.32948     -5.497204     -5.412463
   0.34084     -5.482847     -5.463941
   0.35220     -5.476572     -5.472106
   0.36356     -5.472642     -5.463305
   0.37492     -5.466944     -5.457430
   0.38628     -5.460641     -5.454527
   0.39764     -5.454281     -5.454595
   0.40900     -5.456498     -5.457622
   0.42037     -5.462444     -5.463585
   0.43173     -5.471310     -5.472457
   0.44309     -5.483051     -5.484204
   0.45445     -5.497626     -5.498783
   0.46581     -5.514985     -5.516143
   0.47717     -5.535072     -5.524122
   0.48853     -5.557831     -5.523836
   0.49989     -5.583192     -5.523603
   0.51126     -5.611082     -5.523420
   0.52262     -5.641092     -5.523280
   0.53398     -5.558508     -5.523168
   0.54534     -5.471286     -5.472844
   0.55670     -5.392110     -5.387201
   0.55670     -5.392110     -5.387201
   0.56326     -5.393901     -5.394407
   0.56982     -5.401963     -5.403313
   0.57638     -5.411419     -5.412879
   0.58294     -5.421549     -5.423049
   0.58950     -5.432267     -5.433788
   0.59606     -5.443529     -5.445063
   0.60262     -5.455303     -5.456844
   0.60918     -5.467555     -5.469100
   0.61574     -5.480258     -5.481799
   0.62230     -5.493377     -5.494887
   0.62886     -5.490214     -5.491381
   0.63542     -5.466157     -5.467324
   0.64198     -5.441967     -5.443121
   0.64854     -5.417695     -5.418798
   0.65510     -5.401911     -5.394381
   0.66166     -5.403351     -5.377959
   0.66822     -5.405041     -5.386912
   0.67478     -5.406902     -5.397270
   0.68134     -5.409204     -5.408898
   0.68790     -5.420263     -5.421773
   0.69446     -5.434337     -5.435864
   0.70102     -5.449654     -5.450455
   0.70758     -5.466164     -5.447834
   0.71414     -5.483829     -5.444876
   0.72070     -5.502617     -5.443873
   0.72726     -5.522486     -5.446240
   0.73382     -5.543398     -5.453729
   0.74038     -5.565313     -5.467357
   0.74694     -5.588187     -5.486415
   0.75351     -5.611980     -5.509207
   0.76007     -5.636648     -5.534255
   0.76663     -5.662150     -5.560612
   0.77319     -5.688440     -5.587726
   0.77975     -5.715412     -5.615271
   0.78631     -5.722784     -5.643049
   0.79287     -5.727771     -5.670934
   0.79943     -5.739009     -5.698842
   0.80599     -5.755817     -5.726715
   0.81255     -5.776448     -5.754512
   0.81911     -5.799368     -5.782203
   0.82567     -5.823604     -5.809762
   0.83223     -5.848587     -5.837173
   0.83879     -5.873988     -5.864419
   0.84535     -5.899604     -5.891487
   0.85191     -5.925306     -5.918365
   0.85847     -5.950998     -5.945038
   0.86503     -5.976589     -5.971478
   0.87159     -6.001873     -5.997578
   0.87815     -6.021989     -6.019602
   0.87815     -6.021989     -6.019602
   0.89127     -5.997984     -5.994240
   0.90439     -5.969145     -5.966622
   0.91751     -5.860248     -5.861849
   0.93062     -5.751818     -5.753404
   0.94374     -5.644147     -5.645662
   0.95686     -5.625104     -5.538682
   0.96998     -5.635749     -5.432524
   0.98310     -5.644383     -5.327806
   0.99622     -5.649386     -5.339463
   1.00934     -5.647828     -5.352824
   1.02246     -5.636304     -5.365560
   1.03558     -5.614520     -5.377482
   1.04870     -5.585608     -5.388282
   1.06182     -5.552526     -5.397396
   1.07494     -5.516961     -5.446151
   1.08806     -5.516458     -5.480401
   1.10117     -5.559897     -5.439295
   1.11429     -5.552858     -5.397542
   1.12741     -5.548178     -5.355237
   1.14053     -5.544925     -5.312495
   1.15365     -5.542562     -5.269497
   1.16677     -5.540802     -5.226557
   1.17989     -5.539496     -5.184361
   1.19301     -5.538571     -5.206949
   1.20613     -5.537998     -5.260679
   1.21925     -5.537767     -5.316287
   1.23237     -5.537878     -5.373682
   1.24549     -5.538333     -5.432804
   1.25861     -5.539138     -5.493569
   1.27173     -5.554996     -5.534642
   1.28484     -5.618936     -5.536833
   1.29796     -5.684469     -5.538433
   1.31108     -5.751467     -5.539561
   1.32420     -5.819812     -5.540255
   1.33732     -5.848454     -5.540555
   1.35044     -5.848380     -5.540501
   1.36356     -5.848048     -5.540139
   1.37668     -5.847531     -5.539518
   1.38980     -5.846875     -5.538690
   1.40292     -5.846123     -5.537710
   1.41604     -5.845318     -5.536633
   1.42916     -5.844500     -5.535515
   1.44228     -5.843705     -5.534412
   1.45539     -5.842969     -5.533375
   1.46851     -5.842322     -5.532453
   1.48163     -5.841791     -5.531689
   1.49475     -5.841396     -5.531117
   1.50787     -5.841153     -5.530763
   1.52099     -5.841071     -5.530643
 
 
# Band-Index   28
   1.52099     -5.572194     -5.065345
   1.50787     -5.572046     -5.065323
   1.49475     -5.571604     -5.065262
   1.48163     -5.570872     -5.065164
   1.46851     -5.569861     -5.065035
   1.45539     -5.568586     -5.064885
   1.44228     -5.567064     -5.064724
   1.42916     -5.565318     -5.064566
   1.41604     -5.563375     -5.064425
   1.40292     -5.561266     -5.064317
   1.38980     -5.559025     -5.064259
   1.37668     -5.556691     -5.064267
   1.36356     -5.554308     -5.064360
   1.35044     -5.551920     -5.064558
   1.33732     -5.549576     -5.064880
   1.32420     -5.547326     -5.065347
   1.31108     -5.545219     -5.065987
   1.29796     -5.543300     -5.066834
   1.28484     -5.541608     -5.067940
   1.27173     -5.540117     -5.069399
   1.25861     -5.492421     -5.071385
   1.24549     -5.431624     -5.074293
   1.23237     -5.372499     -5.079152
   1.21925     -5.315116     -5.088966
   1.20613     -5.307748     -5.110166
   1.19301     -5.315391     -5.144083
   1.17989     -5.324611     -5.166827
   1.16677     -5.336149     -5.210385
   1.15365     -5.350748     -5.253507
   1.14053     -5.368872     -5.295148
   1.12741     -5.390336     -5.334226
   1.11429     -5.414139     -5.368404
   1.10117     -5.441885     -5.392997
   1.08806     -5.479767     -5.403777
   1.07494     -5.478196     -5.403481
   1.06182     -5.490414     -5.374829
   1.04870     -5.498092     -5.303917
   1.03558     -5.502588     -5.233578
   1.02246     -5.505089     -5.164069
   1.00934     -5.506382     -5.119613
   0.99622     -5.506996     -5.222860
   0.98310     -5.507335     -5.325004
   0.96998     -5.507772     -5.311310
   0.95686     -5.537131     -5.296738
   0.94374     -5.613162     -5.281932
   0.93062     -5.600637     -5.266966
   0.91751     -5.587620     -5.251917
   0.90439     -5.574358     -5.236859
   0.89127     -5.561009     -5.221865
   0.87815     -5.548181     -5.207487
   0.87815     -5.548181     -5.207487
   0.87159     -5.554661     -5.214349
   0.86503     -5.561947     -5.222004
   0.85847     -5.569580     -5.229828
   0.85191     -5.577466     -5.237802
   0.84535     -5.585496     -5.245905
   0.83879     -5.593537     -5.254114
   0.83223     -5.601421     -5.262404
   0.82567     -5.608908     -5.270748
   0.81911     -5.615633     -5.279117
   0.81255     -5.621001     -5.287477
   0.80599     -5.624015     -5.295790
   0.79943     -5.623123     -5.304011
   0.79287     -5.616565     -5.312085
   0.78631     -5.603645     -5.319940
   0.77975     -5.585461     -5.327482
   0.77319     -5.563805     -5.334572
   0.76663     -5.540101     -5.341005
   0.76007     -5.515250     -5.346448
   0.75351     -5.489825     -5.350341
   0.74694     -5.464236     -5.351737
   0.74038     -5.438959     -5.349157
   0.73382     -5.430768     -5.340913
   0.72726     -5.427372     -5.326299
   0.72070     -5.424184     -5.306351
   0.71414     -5.421183     -5.282836
   0.70758     -5.418363     -5.257184
   0.70102     -5.415716     -5.230308
   0.69446     -5.413234     -5.245176
   0.68790     -5.410887     -5.270301
   0.68134     -5.406920     -5.295320
   0.67478     -5.395605     -5.320228
   0.66822     -5.385272     -5.345012
   0.66166     -5.376334     -5.369539
   0.65510     -5.393028     -5.369833
   0.64854     -5.400227     -5.363268
   0.64198     -5.398971     -5.357911
   0.63542     -5.397798     -5.353765
   0.62886     -5.396735     -5.350805
   0.62230     -5.395779     -5.349004
   0.61574     -5.394928     -5.348326
   0.60918     -5.394177     -5.348733
   0.60262     -5.393523     -5.350187
   0.59606     -5.392961     -5.352642
   0.58950     -5.392489     -5.356057
   0.58294     -5.392098     -5.360386
   0.57638     -5.391778     -5.365585
   0.56982     -5.391482     -5.371608
   0.56326     -5.390551     -5.378391
   0.55670     -5.385022     -5.384890
   0.55670     -5.385022     -5.384890
   0.54534     -5.391863     -5.299727
   0.53398     -5.393101     -5.213950
   0.52262     -5.395136     -5.128732
   0.51126     -5.397937     -5.044121
   0.49989     -5.401457     -5.015297
   0.48853     -5.405641     -5.017430
   0.47717     -5.410423     -5.019846
   0.46581     -5.415732     -5.022497
   0.45445     -5.421488     -5.025330
   0.44309     -5.427611     -5.028294
   0.43173     -5.434013     -5.031336
   0.42037     -5.440606     -5.034407
   0.40900     -5.447292     -5.037479
   0.39764     -5.453189     -5.057708
   0.38628     -5.453358     -5.114760
   0.37492     -5.456277     -5.171950
   0.36356     -5.462168     -5.229179
   0.35220     -5.471028     -5.286423
   0.34084     -5.471471     -5.343657
   0.32948     -5.441298     -5.400858
   0.31811     -5.456785     -5.360185
   0.30675     -5.507684     -5.307549
   0.29539     -5.512620     -5.254710
   0.28403     -5.517118     -5.201823
   0.27267     -5.521406     -5.149075
   0.26131     -5.525461     -5.096741
   0.24995     -5.529280     -5.062365
   0.23859     -5.532875     -5.062617
   0.22722     -5.536260     -5.062902
   0.21586     -5.539457     -5.063123
   0.20450     -5.542482     -5.063291
   0.19314     -5.545355     -5.063423
   0.18178     -5.548089     -5.063532
   0.17042     -5.550695     -5.063632
   0.15906     -5.553179     -5.063731
   0.14770     -5.555543     -5.063836
   0.13633     -5.557787     -5.063952
   0.12497     -5.559906     -5.064081
   0.11361     -5.561892     -5.064222
   0.10225     -5.563736     -5.064372
   0.09089     -5.565427     -5.064528
   0.07953     -5.566955     -5.064685
   0.06817     -5.568306     -5.064836
   0.05681     -5.569471     -5.064977
   0.04544     -5.570439     -5.065101
   0.03408     -5.571202     -5.065204
   0.02272     -5.571752     -5.065281
   0.01136     -5.572083     -5.065328
   0.00000     -5.572194     -5.065345
 
 
# Band-Index   29
   0.00000     -5.137684     -4.680523
   0.01136     -5.138208     -4.679979
   0.02272     -5.139836     -4.678914
   0.03408     -5.143058     -4.679309
   0.04544     -5.147589     -4.680792
   0.05681     -5.152628     -4.682880
   0.06817     -5.157900     -4.685520
   0.07953     -5.163288     -4.688730
   0.09089     -5.168728     -4.692564
   0.10225     -5.174188     -4.697116
   0.11361     -5.179644     -4.702537
   0.12497     -5.185088     -4.709082
   0.13633     -5.190516     -4.717187
   0.14770     -5.195939     -4.727597
   0.15906     -5.201379     -4.741520
   0.17042     -5.206871     -4.760549
   0.18178     -5.212472     -4.786003
   0.19314     -5.218267     -4.818151
   0.20450     -5.224378     -4.856241
   0.21586     -5.230985     -4.899073
   0.22722     -5.238345     -4.945433
   0.23859     -5.246844     -4.994288
   0.24995     -5.257054     -5.044724
   0.26131     -5.269785     -5.061532
   0.27267     -5.286108     -5.060924
   0.28403     -5.307195     -5.060106
   0.29539     -5.333874     -5.059094
   0.30675     -5.366103     -5.057878
   0.31811     -5.402758     -5.056444
   0.32948     -5.399633     -5.054785
   0.34084     -5.342444     -5.052898
   0.35220     -5.285226     -5.050786
   0.36356     -5.228042     -5.048456
   0.37492     -5.196355     -5.045924
   0.38628     -5.199174     -5.043206
