#K-Path(1/A)         Spin-Up(eV)   Spin-Down(eV)
# NKPTS & NBANDS: 150 160
# Band-Index    1
   0.55670      8.036666      8.152052
   0.55670      8.036666      8.152052
   0.56326      8.032147      8.150869
   0.56982      8.019970      8.147307
   0.57638      8.002774      8.141343
   0.58294      7.982682      8.132977
   0.58950      7.961134      8.122280
   0.59606      7.939370      8.109402
   0.60262      7.919473      8.094569
   0.60918      7.908341      8.078130
   0.61574      7.919092      8.061165
   0.62230      7.941104      8.047761
   0.62886      7.947796      8.050185
   0.63542      7.920965      8.061905
   0.64198      7.887422      8.074137
   0.64854      7.881160      8.086796
   0.65510      7.892778      8.099817
   0.66166      7.904687      8.113096
   0.66822      7.916774      8.126270
   0.67478      7.928853      8.133873
   0.68134      7.935232      8.120732
   0.68790      7.927755      8.102809
   0.69446      7.937820      8.084778
   0.70102      7.955992      8.068718
   0.70758      7.974968      8.056172
   0.71414      7.994643      8.047874
   0.72070      8.014670      8.043732
   0.72726      8.031972      8.044779
   0.73382      8.041605      8.059122
   0.74038      8.037111      8.080686
   0.74694      8.033507      8.103870
   0.75351      8.031887      8.127880
   0.76007      8.031437      8.145341
   0.76663      8.029947      8.142139
   0.77319      8.023900      8.140868
   0.77975      8.012730      8.142156
   0.78631      8.000456      8.145542
   0.79287      7.990318      8.150517
   0.79943      7.983779      8.156671
   0.80599      7.982150      8.163716
   0.81255      7.988735      8.171462
   0.81911      8.009977      8.179804
   0.82567      8.047518      8.188730
   0.83223      8.094312      8.198411
   0.83879      8.144311      8.209567
   0.84535      8.184450      8.224836
   0.85191      8.197771      8.249250
   0.85847      8.207853      8.272519
   0.86503      8.216069      8.279219
   0.87159      8.221800      8.277589
   0.87815      8.224050      8.275534
   0.87815      8.224050      8.275534
   0.89127      8.213002      8.280021
   0.90439      8.183676      8.286219
   0.91751      8.145323      8.276935
   0.93062      8.104989      8.237178
   0.94374      8.066761      8.186707
   0.95686      8.033327      8.131398
   0.96998      8.002871      8.075836
   0.98310      7.965011      8.034503
   0.99622      7.928932      8.021043
   1.00934      7.891066      8.021288
   1.02246      7.896730      8.011828
   1.03558      7.915325      7.978177
   1.04870      7.931431      7.951167
   1.06182      7.913846      7.975397
   1.07494      7.892039      8.006589
   1.08806      7.903509      8.038015
   1.10117      7.931200      8.069336
   1.11429      7.956764      8.100346
   1.12741      7.964826      8.130703
   1.14053      7.956549      8.159600
   1.15365      7.948913      8.175112
   1.16677      7.947539      8.176349
   1.17989      7.954924      8.176327
   1.19301      7.971954      8.177210
   1.20613      7.997979      8.183844
   1.21925      8.031522      8.202351
   1.23237      8.070671      8.229666
   1.24549      8.111795      8.244944
   1.25861      8.124089      8.232170
   1.27173      8.162158      8.221951
   1.28484      8.209958      8.249683
   1.29796      8.256704      8.300751
   1.31108      8.298725      8.357545
   1.32420      8.346604      8.411824
   1.33732      8.405553      8.468392
   1.35044      8.456914      8.537863
   1.36356      8.484549      8.602864
   1.37668      8.494344      8.637876
   1.38980      8.500665      8.643491
   1.40292      8.507655      8.646910
   1.41604      8.515579      8.664299
   1.42916      8.520947      8.686560
   1.44228      8.539666      8.682817
   1.45539      8.552321      8.679426
   1.46851      8.563642      8.676604
   1.48163      8.572194      8.674345
   1.49475      8.577161      8.672715
   1.50787      8.579158      8.671642
   1.52099      8.579615      8.671023
 
 
# Band-Index   94
   1.52099      8.590486      8.672645
   1.50787      8.590010      8.674428
   1.49475      8.588745      8.680466
   1.48163      8.586708      8.690753
   1.46851      8.581946      8.705167
   1.45539      8.569843      8.721289
   1.44228      8.547150      8.712946
   1.42916      8.527660      8.695904
   1.41604      8.517506      8.690498
   1.40292      8.516992      8.683286
   1.38980      8.515370      8.669892
   1.37668      8.509937      8.652101
   1.36356      8.498172      8.614006
   1.35044      8.470548      8.553004
   1.33732      8.412442      8.502386
   1.32420      8.359410      8.463808
   1.31108      8.316759      8.438562
   1.29796      8.280325      8.414815
   1.28484      8.244993      8.387135
   1.27173      8.204238      8.355500
   1.25861      8.160249      8.322043
   1.24549      8.131788      8.295053
   1.23237      8.140471      8.297163
   1.21925      8.118524      8.289147
   1.20613      8.096168      8.262178
   1.19301      8.076461      8.241000
   1.17989      8.058915      8.224171
   1.16677      8.042778      8.207315
   1.15365      8.027654      8.186107
   1.14053      8.013579      8.172480
   1.12741      8.000862      8.167195
   1.11429      7.989746      8.159341
   1.10117      7.979961      8.147885
   1.08806      7.971235      8.132028
   1.07494      7.962394      8.112398
   1.06182      7.951682      8.090972
   1.04870      7.945584      8.069954
   1.03558      7.971490      8.051396
   1.02246      7.983737      8.039217
   1.00934      7.972878      8.061664
   0.99622      7.972167      8.106729
   0.98310      8.002727      8.157437
   0.96998      8.044536      8.212338
   0.95686      8.099791      8.267089
   0.94374      8.159947      8.287466
   0.93062      8.219163      8.298592
   0.91751      8.273995      8.321342
   0.90439      8.318893      8.363759
   0.89127      8.344076      8.415520
   0.87815      8.355818      8.460035
   0.87815      8.355818      8.460035
   0.87159      8.351472      8.427067
   0.86503      8.336018      8.381793
   0.85847      8.297647      8.345831
   0.85191      8.249745      8.330940
   0.84535      8.201002      8.330172
   0.83879      8.177782      8.333442
   0.83223      8.165114      8.337482
   0.82567      8.152777      8.341315
   0.81911      8.140525      8.344545
   0.81255      8.128455      8.346613
   0.80599      8.116738      8.342383
   0.79943      8.105615      8.318427
   0.79287      8.095468      8.289857
   0.78631      8.086999      8.261347
   0.77975      8.081684      8.233383
   0.77319      8.082630      8.206085
   0.76663      8.093410      8.179587
   0.76007      8.103968      8.154786
   0.75351      8.089812      8.154012
   0.74694      8.075539      8.162371
   0.74038      8.061515      8.171618
   0.73382      8.048934      8.180722
   0.72726      8.038037      8.189056
   0.72070      8.020760      8.196277
   0.71414      8.006853      8.202195
   0.70758      7.993501      8.206047
   0.70102      7.980386      8.199755
   0.69446      7.967469      8.185702
   0.68790      7.954788      8.171192
   0.68134      7.943061      8.157062
   0.67478      7.946772      8.145961
   0.66822      7.957127      8.151128
   0.66166      7.967913      8.153613
   0.65510      7.978389      8.145221
   0.64854      7.987634      8.128019
   0.64198      7.993841      8.107105
   0.63542      7.993670      8.088300
   0.62886      7.989780      8.082000
   0.62230      8.010645      8.095812
   0.61574      8.044782      8.121634
   0.60918      8.074551      8.153934
   0.60262      8.093363      8.189557
   0.59606      8.106734      8.225293
   0.58950      8.118047      8.255658
   0.58294      8.127867      8.276069
   0.57638      8.136070      8.290671
   0.56982      8.142368      8.302456
   0.56326      8.146467      8.310898
   0.55670      8.147966      8.314082
   0.55670      8.147966      8.314082
   0.54534      8.147926      8.315571
   0.53398      8.147444      8.319688
   0.52262      8.146079      8.325460
   0.51126      8.145165      8.331245
   0.49989      8.147287      8.331025
   0.48853      8.154202      8.303250
   0.47717      8.165139      8.266301
   0.46581      8.169009      8.231282
   0.45445      8.166365      8.199920
   0.44309      8.159848      8.179127
   0.43173      8.143902      8.173464
   0.42037      8.083778      8.125596
   0.40900      8.032268      8.110580
   0.39764      8.022187      8.105208
   0.38628      8.012066      8.110948
   0.37492      8.011725      8.120191
   0.36356      8.040785      8.130677
   0.35220      8.074707      8.141665
   0.34084      8.091876      8.151859
   0.32948      8.102376      8.160970
   0.31811      8.119728      8.183068
   0.30675      8.136806      8.215714
   0.29539      8.154232      8.242476
   0.28403      8.163952      8.264772
   0.27267      8.185452      8.288270
   0.26131      8.222232      8.303486
   0.24995      8.266278      8.313024
   0.23859      8.310437      8.329955
   0.22722      8.348222      8.371306
   0.21586      8.375607      8.419452
   0.20450      8.394450      8.471340
   0.19314      8.408561      8.526596
   0.18178      8.420692      8.584481
   0.17042      8.432732      8.601792
   0.15906      8.446022      8.588076
   0.14770      8.464797      8.579032
   0.13633      8.527560      8.605058
   0.12497      8.593730      8.681718
   0.11361      8.612777      8.695062
   0.10225      8.605066      8.690600
   0.09089      8.594712      8.687172
   0.07953      8.586880      8.720192
   0.06817      8.583656      8.727986
   0.05681      8.584081      8.711166
   0.04544      8.586017      8.697381
   0.03408      8.588039      8.686575
   0.02272      8.589494      8.678852
   0.01136      8.590262      8.674196
   0.00000      8.590486      8.672645
 
 
# Band-Index   95
   0.00000      8.672036      8.733844
   0.01136      8.672288      8.733745
   0.02272      8.672994      8.733255
   0.03408      8.674196      8.732984
   0.04544      8.675879      8.733828
   0.05681      8.678031      8.736598
   0.06817      8.680682      8.740920
   0.07953      8.682936      8.747554
   0.09089      8.672974      8.758857
   0.10225      8.662613      8.767213
   0.11361      8.651600      8.754994
   0.12497      8.639882      8.700096
   0.13633      8.625125      8.705296
   0.14770      8.610865      8.710985
   0.15906      8.596788      8.711894
   0.17042      8.582838      8.648241
   0.18178      8.567707      8.616909
   0.19314      8.529205      8.615731
   0.20450      8.474368      8.586204
   0.21586      8.422732      8.535881
   0.22722      8.374575      8.479679
   0.23859      8.329530      8.424084
   0.24995      8.287793      8.372849
   0.26131      8.250034      8.330115
   0.27267      8.216204      8.305311
   0.28403      8.186373      8.297883
   0.29539      8.161721      8.283406
   0.30675      8.149233      8.256024
   0.31811      8.130756      8.236364
   0.32948      8.125900      8.213034
   0.34084      8.110253      8.194132
   0.35220      8.085170      8.185971
   0.36356      8.082154      8.183926
   0.37492      8.083136      8.183884
   0.38628      8.088085      8.184198
   0.39764      8.097000      8.184192
   0.40900      8.109814      8.183577
   0.42037      8.126545      8.182359
   0.43173      8.156374      8.185884
   0.44309      8.176394      8.272810
   0.45445      8.197699      8.348779
   0.46581      8.184178      8.356732
   0.47717      8.172638      8.354981
   0.48853      8.169947      8.352103
   0.49989      8.166997      8.359632
   0.51126      8.164024      8.394877
   0.52262      8.162291      8.425724
   0.53398      8.162862      8.425716
   0.54534      8.165043      8.422628
   0.55670      8.166241      8.421406
   0.55670      8.166241      8.421406
   0.56326      8.170359      8.423145
   0.56982      8.181010      8.406947
   0.57638      8.195351      8.368484
   0.58294      8.210811      8.329988
   0.58950      8.217187      8.297753
   0.59606      8.182568      8.277129
   0.60262      8.143279      8.264365
   0.60918      8.109652      8.254959
   0.61574      8.088862      8.247266
   0.62230      8.077666      8.240616
   0.62886      8.073910      8.234636
   0.63542      8.081417      8.229081
   0.64198      8.101215      8.223819
   0.64854      8.127015      8.218979
   0.65510      8.151854      8.215354
   0.66166      8.169455      8.214589
   0.66822      8.174860      8.216738
   0.67478      8.168574      8.218921
   0.68134      8.155276      8.219420
   0.68790      8.138947      8.218351
   0.69446      8.121840      8.216250
   0.70102      8.105154      8.213959
   0.70758      8.089552      8.218729
   0.71414      8.075436      8.232810
   0.72070      8.063099      8.247958
   0.72726      8.052990      8.263293
   0.73382      8.059986      8.278645
   0.74038      8.082639      8.293928
   0.74694      8.106177      8.309070
   0.75351      8.129347      8.323998
   0.76007      8.113704      8.338591
   0.76663      8.119250      8.352444
   0.77319      8.134009      8.361907
   0.77975      8.148964      8.361507
   0.78631      8.164047      8.359445
   0.79287      8.179225      8.357538
   0.79943      8.194471      8.356263
   0.80599      8.209755      8.360136
   0.81255      8.225048      8.384114
   0.81911      8.240315      8.414595
   0.82567      8.255520      8.446242
   0.83223      8.270618      8.476398
   0.83879      8.285552      8.489976
   0.84535      8.300246      8.497806
   0.85191      8.314603      8.502422
   0.85847      8.328518      8.502266
   0.86503      8.342835      8.495674
   0.87159      8.358723      8.482685
   0.87815      8.362808      8.474126
   0.87815      8.362808      8.474126
   0.89127      8.354869      8.434111
   0.90439      8.335162      8.385874
   0.91751      8.300652      8.346042
   0.93062      8.252399      8.331800
   0.94374      8.198407      8.330009
   0.95686      8.142106      8.295416
   0.96998      8.086683      8.290224
   0.98310      8.042508      8.290913
   0.99622      8.023872      8.293259
   1.00934      8.018022      8.295406
   1.02246      8.012470      8.285894
   1.03558      8.016148      8.273405
   1.04870      8.034335      8.262110
   1.06182      8.049825      8.253744
   1.07494      8.051398      8.250138
   1.08806      8.039379      8.253175
   1.10117      8.022530      8.264099
   1.11429      8.009436      8.282276
   1.12741      8.018038      8.305064
   1.14053      8.048637      8.327633
   1.15365      8.085957      8.320858
   1.16677      8.126204      8.322444
   1.17989      8.168289      8.338231
   1.19301      8.211530      8.347666
   1.20613      8.204174      8.332641
   1.21925      8.179002      8.314991
   1.23237      8.158133      8.321775
   1.24549      8.174872      8.357895
   1.25861      8.203659      8.396122
   1.27173      8.234386      8.433951
   1.28484      8.269225      8.467813
   1.29796      8.312246      8.492921
   1.31108      8.362536      8.505825
   1.32420      8.415920      8.510625
   1.33732      8.464066      8.529420
   1.35044      8.504130      8.582895
   1.36356      8.565286      8.642374
   1.37668      8.637990      8.704264
   1.38980      8.702442      8.702069
   1.40292      8.697180      8.696972
   1.41604      8.692249      8.696653
   1.42916      8.687755      8.707989
   1.44228      8.683806      8.734506
   1.45539      8.680393      8.723618
   1.46851      8.677582      8.727812
   1.48163      8.675343      8.732636
   1.49475      8.673733      8.735535
   1.50787      8.672670      8.735924
   1.52099      8.672036      8.733844
 
 
# Band-Index   96
   1.52099      8.673651      8.741783
   1.50787      8.675409      8.747246
   1.49475      8.681428      8.762629
   1.48163      8.691683      8.775055
   1.46851      8.705813      8.775551
   1.45539      8.700165      8.761325
   1.44228      8.698202      8.746306
   1.42916      8.706094      8.772645
   1.41604      8.720390      8.803057
   1.40292      8.735864      8.837322
   1.38980      8.707552      8.775843
   1.37668      8.648138      8.708440
   1.36356      8.581252      8.665966
   1.35044      8.532770      8.654300
   1.33732      8.512554      8.644951
   1.32420      8.504208      8.635149
   1.31108      8.496484      8.624573
   1.29796      8.485559      8.613293
   1.28484      8.469631      8.601154
   1.27173      8.447047      8.584603
   1.25861      8.417317      8.552684
   1.24549      8.381551      8.514972
   1.23237      8.341568      8.475596
   1.21925      8.299081      8.436403
   1.20613      8.255431      8.398996
   1.19301      8.229049      8.365345
   1.17989      8.250171      8.358672
   1.16677      8.258617      8.361499
   1.15365      8.248310      8.350723
   1.14053      8.228082      8.334032
   1.12741      8.202244      8.351904
   1.11429      8.172589      8.368320
   1.10117      8.141008      8.361784
   1.08806      8.109505      8.352089
   1.07494      8.080300      8.341636
   1.06182      8.056422      8.330832
   1.04870      8.039848      8.320516
   1.03558      8.030057      8.311478
   1.02246      8.033229      8.304266
   1.00934      8.064420      8.301777
   0.99622      8.108959      8.311470
   0.98310      8.159374      8.320862
   0.96998      8.214373      8.327627
   0.95686      8.272991      8.331361
   0.94374      8.331859      8.344069
   0.93062      8.374192      8.409744
   0.91751      8.395251      8.481373
   0.90439      8.410745      8.544574
   0.89127      8.426360      8.549869
   0.87815      8.418209      8.497653
   0.87815      8.418209      8.497653
   0.87159      8.421789      8.519459
   0.86503      8.425878      8.544830
   0.85847      8.428481      8.570111
   0.85191      8.429828      8.581907
   0.84535      8.430701      8.547589
   0.83879      8.431061      8.513884
   0.83223      8.430591      8.484698
   0.82567      8.427648      8.471638
   0.81911      8.411419      8.460098
   0.81255      8.382646      8.448162
   0.80599      8.352464      8.435814
   0.79943      8.322530      8.423104
   0.79287      8.293130      8.410084
   0.78631      8.264361      8.396831
   0.77975      8.236266      8.383592
   0.77319      8.208865      8.372354
   0.76663      8.182215      8.371583
   0.76007      8.156420      8.376120
   0.75351      8.140222      8.382649
   0.74694      8.166591      8.391069
   0.74038      8.195564      8.401482
   0.73382      8.225266      8.413861
   0.72726      8.255070      8.427909
   0.72070      8.284383      8.442864
   0.71414      8.312474      8.457130
   0.70758      8.338033      8.467399
   0.70102      8.340990      8.468252
   0.69446      8.332657      8.457002
   0.68790      8.324054      8.437961
   0.68134      8.315373      8.416931
   0.67478      8.306709      8.398503
   0.66822      8.298154      8.386540
   0.66166      8.289756      8.383730
   0.65510      8.281527      8.390434
   0.64854      8.273568      8.404873
   0.64198      8.265964      8.424564
   0.63542      8.258772      8.447257
   0.62886      8.252037      8.470903
   0.62230      8.245799      8.470390
   0.61574      8.240087      8.465472
   0.60918      8.234926      8.461146
   0.60262      8.230333      8.457400
   0.59606      8.226312      8.454213
   0.58950      8.223002      8.451562
   0.58294      8.220445      8.449418
   0.57638      8.218174      8.447701
   0.56982      8.216597      8.442302
   0.56326      8.215657      8.445936
   0.55670      8.215344      8.445758
   0.55670      8.215344      8.445758
   0.54534      8.216503      8.445711
   0.53398      8.219232      8.445698
   0.52262      8.222354      8.438397
   0.51126      8.225498      8.432887
   0.49989      8.229265      8.431573
   0.48853      8.234836      8.430142
   0.47717      8.242624      8.428699
   0.46581      8.233532      8.421443
   0.45445      8.208537      8.374250
   0.44309      8.220309      8.358636
   0.43173      8.188476      8.353323
   0.42037      8.162206      8.346971
   0.40900      8.155310      8.339407
   0.39764      8.150030      8.330677
   0.38628      8.145389      8.320754
   0.37492      8.141218      8.309638
   0.36356      8.137435      8.297547
   0.35220      8.134006      8.285168
   0.34084      8.131461      8.273890
   0.32948      8.151059      8.266387
   0.31811      8.190589      8.268181
   0.30675      8.215140      8.281457
   0.29539      8.242092      8.293354
   0.28403      8.275008      8.324314
   0.27267      8.307746      8.368301
   0.26131      8.338548      8.415128
   0.24995      8.367751      8.463836
   0.23859      8.397798      8.513948
   0.22722      8.433174      8.564876
   0.21586      8.475405      8.615208
   0.20450      8.517474      8.660313
   0.19314      8.549159      8.696815
   0.18178      8.588596      8.724667
   0.17042      8.647066      8.723056
   0.15906      8.657535      8.717334
   0.14770      8.654953      8.775947
   0.13633      8.650329      8.792348
   0.12497      8.651233      8.789519
   0.11361      8.692548      8.789094
   0.10225      8.691579      8.796362
   0.09089      8.687536      8.770766
   0.07953      8.684314      8.750599
   0.06817      8.694787      8.750459
   0.05681      8.707419      8.768878
   0.04544      8.698348      8.776983
   0.03408      8.687558      8.773443
   0.02272      8.679844      8.761365
   0.01136      8.675196      8.747789
   0.00000      8.673651      8.741783
 
 
# Band-Index   97
   0.00000      8.742080      8.823189
   0.01136      8.739585      8.827641
   0.02272      8.734605      8.839626
   0.03408      8.729423      8.855804
   0.04544      8.720278      8.873339
   0.05681      8.712114      8.890977
   0.06817      8.728344      8.906979
   0.07953      8.731057      8.916919
   0.09089      8.729487      8.913364
   0.10225      8.723499      8.847767
   0.11361      8.696305      8.824800
   0.12497      8.701018      8.855856
   0.13633      8.706323      8.843968
   0.14770      8.712101      8.794982
   0.15906      8.715196      8.778127
   0.17042      8.660077      8.757276
   0.18178      8.647513      8.736539
   0.19314      8.626777      8.732490
   0.20450      8.605840      8.689715
   0.21586      8.593600      8.655422
   0.22722      8.566444      8.624653
   0.23859      8.516062      8.591976
   0.24995      8.465601      8.555371
   0.26131      8.416199      8.514580
   0.27267      8.368089      8.470987
   0.28403      8.321377      8.427183
   0.29539      8.276119      8.387182
   0.30675      8.232467      8.357675
   0.31811      8.205363      8.343888
   0.32948      8.211362      8.341572
   0.34084      8.224536      8.345122
   0.35220      8.240920      8.352195
   0.36356      8.258843      8.362064
   0.37492      8.277358      8.374492
   0.38628      8.295658      8.389217
   0.39764      8.311448      8.405769
   0.40900      8.299333      8.423477
   0.42037      8.277649      8.441427
   0.43173      8.259273      8.457284
   0.44309      8.285007      8.461157
   0.45445      8.276509      8.458737
   0.46581      8.261548      8.490297
   0.47717      8.274369      8.510170
   0.48853      8.311581      8.496466
   0.49989      8.352250      8.478554
   0.51126      8.378465      8.463099
   0.52262      8.371263      8.455155
   0.53398      8.363864      8.468591
   0.54534      8.358872      8.478111
   0.55670      8.357125      8.480136
   0.55670      8.357125      8.480136
   0.56326      8.357456      8.456204
   0.56982      8.356865      8.446878
   0.57638      8.314662      8.454469
   0.58294      8.272132      8.470413
   0.58950      8.240160      8.487589
   0.59606      8.249979      8.504320
   0.60262      8.266012      8.517976
   0.60918      8.281820      8.522578
   0.61574      8.296597      8.513004
   0.62230      8.309783      8.493993
   0.62886      8.320652      8.476153
   0.63542      8.328056      8.482206
   0.64198      8.330391      8.489038
   0.64854      8.327005      8.496524
   0.65510      8.321121      8.504652
   0.66166      8.319727      8.513396
   0.66822      8.329031      8.522712
   0.67478      8.348614      8.532521
   0.68134      8.371478      8.542675
   0.68790      8.383955      8.552855
   0.69446      8.377840      8.561583
   0.70102      8.361419      8.561832
   0.70758      8.350298      8.565816
   0.71414      8.357963      8.575861
   0.72070      8.365728      8.586330
   0.72726      8.373214      8.589809
   0.73382      8.380358      8.589400
   0.74038      8.387125      8.588426
   0.74694      8.393490      8.587611
   0.75351      8.399431      8.587314
   0.76007      8.404933      8.587727
   0.76663      8.409981      8.588959
   0.77319      8.414564      8.591065
   0.77975      8.418675      8.594072
   0.78631      8.422311      8.598013
   0.79287      8.425480      8.602826
   0.79943      8.428213      8.608476
   0.80599      8.430590      8.614907
   0.81255      8.432895      8.622046
   0.81911      8.436754      8.629645
   0.82567      8.453289      8.637289
   0.83223      8.483171      8.643604
   0.83879      8.514492      8.639494
   0.84535      8.498098      8.618502
   0.85191      8.476216      8.594939
   0.85847      8.457948      8.609605
   0.86503      8.449811      8.602840
   0.87159      8.463185      8.599729
   0.87815      8.490123      8.598048
   0.87815      8.490123      8.598048
   0.89127      8.460540      8.611797
   0.90439      8.437063      8.560447
   0.91751      8.421387      8.539108
   0.93062      8.415705      8.532448
   0.94374      8.373871      8.528919
   0.95686      8.347005      8.525594
   0.96998      8.322467      8.510952
   0.98310      8.297476      8.489004
   0.99622      8.271778      8.468093
   1.00934      8.245660      8.449622
   1.02246      8.219756      8.434059
   1.03558      8.195273      8.421856
   1.04870      8.174797      8.413545
   1.06182      8.164159      8.409661
   1.07494      8.171240      8.410500
   1.08806      8.194869      8.413725
   1.10117      8.227102      8.404811
   1.11429      8.262499      8.383744
   1.12741      8.296968      8.385862
   1.14053      8.321815      8.395598
   1.15365      8.320331      8.403562
   1.16677      8.311048      8.413697
   1.17989      8.316186      8.432604
   1.19301      8.334731      8.457128
   1.20613      8.359987      8.484132
   1.21925      8.389894      8.511677
   1.23237      8.423261      8.537279
   1.24549      8.458262      8.558887
   1.25861      8.490238      8.576485
   1.27173      8.508595      8.593537
   1.28484      8.513607      8.619384
   1.29796      8.516625      8.643576
   1.31108      8.523683      8.663963
   1.32420      8.539880      8.680238
   1.33732      8.571519      8.692332
   1.35044      8.623243      8.705145
   1.36356      8.688222      8.713561
   1.37668      8.708150      8.709913
   1.38980      8.717334      8.782531
   1.40292      8.740753      8.845238
   1.41604      8.743612      8.888743
   1.42916      8.740959      8.894707
   1.44228      8.736619      8.892479
   1.45539      8.724584      8.886934
   1.46851      8.712209      8.877357
   1.48163      8.725298      8.862654
   1.49475      8.731458      8.844580
   1.50787      8.738057      8.829208
   1.52099      8.742080      8.823189
 
 
# Band-Index   98
   1.52099      8.756083      8.952780
   1.50787      8.753439      8.954438
   1.49475      8.744861      8.959687
   1.48163      8.733102      8.968322
   1.46851      8.730142      8.977384
   1.45539      8.732675      8.981582
   1.44228      8.747307      8.977108
   1.42916      8.773673      8.961271
   1.41604      8.804070      8.929043
   1.40292      8.807202      8.858565
   1.38980      8.761351      8.866255
   1.37668      8.741483      8.791648
   1.36356      8.714203      8.734444
   1.35044      8.720304      8.720561
   1.33732      8.726039      8.726761
   1.32420      8.709561      8.733188
   1.31108      8.680084      8.738876
   1.29796      8.644408      8.725662
   1.28484      8.606624      8.699213
   1.27173      8.573481      8.671983
   1.25861      8.557594      8.639774
   1.24549      8.559826      8.604635
   1.23237      8.543083      8.572122
   1.21925      8.508336      8.544205
   1.20613      8.475313      8.520237
   1.19301      8.444302      8.498694
   1.17989      8.415288      8.478785
   1.16677      8.388402      8.461202
   1.15365      8.363943      8.449132
   1.14053      8.344929      8.446963
   1.12741      8.337465      8.453084
   1.11429      8.333054      8.459055
   1.10117      8.331426      8.452283
   1.08806      8.332456      8.461847
   1.07494      8.335644      8.491129
   1.06182      8.340622      8.517968
   1.04870      8.347200      8.529952
   1.03558      8.355315      8.537670
   1.02246      8.364938      8.542131
   1.00934      8.375971      8.543530
   0.99622      8.388105      8.542463
   0.98310      8.400653      8.540102
   0.96998      8.412298      8.538866
   0.95686      8.420904      8.548251
   0.94374      8.424152      8.573305
   0.93062      8.425740      8.602917
   0.91751      8.485326      8.632331
   0.90439      8.475155      8.641178
   0.89127      8.475148      8.628299
   0.87815      8.508869      8.611984
   0.87815      8.508869      8.611984
   0.87159      8.528758      8.614396
   0.86503      8.547285      8.622821
   0.85847      8.562018      8.618779
   0.85191      8.568789      8.625106
   0.84535      8.548524      8.641366
   0.83879      8.522871      8.652144
   0.83223      8.544605      8.666862
   0.82567      8.558860      8.674730
   0.81911      8.557993      8.671384
   0.81255      8.554153      8.667579
   0.80599      8.549918      8.663601
   0.79943      8.545743      8.659556
   0.79287      8.541761      8.655462
   0.78631      8.538025      8.651326
   0.77975      8.534542      8.647091
   0.77319      8.531311      8.642711
   0.76663      8.528266      8.638154
   0.76007      8.525334      8.633336
   0.75351      8.522424      8.628110
   0.74694      8.519430      8.622321
   0.74038      8.516230      8.615751
   0.73382      8.512676      8.608165
   0.72726      8.508551      8.599456
   0.72070      8.503432      8.591888
   0.71414      8.496523      8.588068
   0.70758      8.486348      8.582420
   0.70102      8.470619      8.574850
   0.69446      8.448927      8.571706
   0.68790      8.427320      8.582544
   0.68134      8.417403      8.596279
   0.67478      8.415479      8.609001
   0.66822      8.413840      8.619330
   0.66166      8.411725      8.627032
   0.65510      8.410446      8.632373
   0.64854      8.412273      8.635669
   0.64198      8.411307      8.636508
   0.63542      8.403988      8.631575
   0.62886      8.396905      8.619399
   0.62230      8.390292      8.604250
   0.61574      8.384204      8.590223
   0.60918      8.378677      8.582522
   0.60262      8.373737      8.585013
   0.59606      8.369408      8.591959
   0.58950      8.365711      8.597434
   0.58294      8.362666      8.599018
   0.57638      8.360296      8.593641
   0.56982      8.359672      8.575240
   0.56326      8.400865      8.544587
   0.55670      8.436381      8.520807
   0.55670      8.436381      8.520807
   0.54534      8.436822      8.520202
   0.53398      8.437658      8.516707
   0.52262      8.430544      8.510438
   0.51126      8.397974      8.508793
   0.49989      8.390454      8.510925
   0.48853      8.396173      8.515273
   0.47717      8.398735      8.521136
   0.46581      8.396805      8.512608
   0.45445      8.379618      8.500895
   0.44309      8.307308      8.487583
   0.43173      8.319878      8.486692
   0.42037      8.334446      8.500239
   0.40900      8.329957      8.516852
   0.39764      8.325072      8.533140
   0.38628      8.344999      8.547637
   0.37492      8.365870      8.559796
   0.36356      8.386208      8.569765
   0.35220      8.406077      8.578114
   0.34084      8.425732      8.585580
   0.32948      8.445520      8.592905
   0.31811      8.465859      8.600765
   0.30675      8.487218      8.609776
   0.29539      8.510084      8.620566
   0.28403      8.534856      8.633865
   0.27267      8.561578      8.650577
   0.26131      8.584955      8.671783
   0.24995      8.587923      8.698399
   0.23859      8.589343      8.730148
   0.22722      8.592235      8.757941
   0.21586      8.621045      8.752484
   0.20450      8.667943      8.744568
   0.19314      8.705956      8.738910
   0.18178      8.731150      8.774556
   0.17042      8.724762      8.808164
   0.15906      8.718536      8.824608
   0.14770      8.771967      8.835480
   0.13633      8.761671      8.857478
   0.12497      8.754950      8.866483
   0.11361      8.759714      8.884938
   0.10225      8.797315      8.901804
   0.09089      8.771748      8.922038
   0.07953      8.749052      8.952525
   0.06817      8.732247      8.961755
   0.05681      8.731574      8.969543
   0.04544      8.732525      8.971613
   0.03408      8.737892      8.966218
   0.02272      8.746789      8.959026
   0.01136      8.753486      8.954331
   0.00000      8.756083      8.952780
 
 
# Band-Index   99
   0.00000      8.804411      8.964240
   0.01136      8.811689      8.966338
   0.02272      8.828670      8.972250
   0.03408      8.848359      8.980557
   0.04544      8.866120      8.990661
   0.05681      8.879270      9.003792
   0.06817      8.887149      9.015973
   0.07953      8.890867      9.003544
   0.09089      8.877805      8.968376
   0.10225      8.804469      8.969124
   0.11361      8.825851      8.965869
   0.12497      8.857065      8.921580
   0.13633      8.846464      8.890083
   0.14770      8.782376      8.926542
   0.15906      8.784283      8.902277
