#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 180  40
# Band-Index    1
   3.14999    -13.890563  0.402  0.005  0.008  0.003  0.000  0.007  0.002  0.004  0.001  0.432
   3.12547    -13.863025  0.394  0.006  0.008  0.004  0.000  0.007  0.002  0.004  0.001  0.426
   3.10094    -13.834054  0.383  0.006  0.008  0.004  0.000  0.008  0.002  0.004  0.002  0.417
   3.07642    -13.803737  0.372  0.007  0.008  0.004  0.000  0.010  0.002  0.005  0.002  0.409
   3.05189    -13.772156  0.360  0.007  0.008  0.004  0.000  0.011  0.002  0.005  0.002  0.399
   3.02737    -13.739452  0.347  0.008  0.007  0.004  0.000  0.012  0.001  0.005  0.002  0.388
   3.00284    -13.705656  0.332  0.009  0.007  0.004  0.000  0.013  0.001  0.005  0.002  0.374
   2.97832    -13.670904  0.316  0.009  0.007  0.004  0.000  0.014  0.001  0.005  0.003  0.360
   2.95379    -13.635278  0.301  0.010  0.007  0.004  0.000  0.015  0.001  0.005  0.003  0.347
   2.92926    -13.598830  0.283  0.011  0.008  0.004  0.000  0.017  0.001  0.005  0.004  0.331
   2.90474    -13.561695  0.267  0.011  0.007  0.003  0.000  0.018  0.001  0.004  0.005  0.316
   2.88021    -13.524008  0.251  0.012  0.007  0.003  0.000  0.020  0.001  0.003  0.006  0.303
   2.85569    -13.485857  0.237  0.013  0.008  0.002  0.000  0.022  0.001  0.002  0.007  0.292
   2.83116    -13.447457  0.228  0.014  0.008  0.002  0.000  0.024  0.000  0.002  0.009  0.286
   2.80664    -13.409030  0.224  0.015  0.009  0.001  0.000  0.027  0.000  0.001  0.013  0.290
   2.78211    -13.371033  0.232  0.017  0.010  0.000  0.000  0.032  0.000  0.000  0.017  0.310
   2.75759    -13.334126  0.256  0.020  0.014  0.000  0.000  0.039  0.000  0.000  0.024  0.355
   2.73306    -13.299342  0.307  0.025  0.019  0.001  0.000  0.049  0.000  0.003  0.034  0.437
   2.70854    -13.267941  0.380  0.030  0.025  0.003  0.000  0.062  0.000  0.008  0.047  0.556
   2.68401    -13.240898  0.463  0.036  0.030  0.006  0.000  0.074  0.000  0.015  0.059  0.684
   2.65949    -13.218017  0.528  0.041  0.034  0.010  0.000  0.085  0.000  0.023  0.066  0.787
   2.63496    -13.198271  0.570  0.044  0.036  0.013  0.000  0.092  0.000  0.030  0.068  0.854
   2.61044    -13.180626  0.596  0.047  0.036  0.015  0.000  0.099  0.000  0.034  0.066  0.892
   2.58591    -13.164366  0.611  0.049  0.035  0.016  0.000  0.104  0.000  0.037  0.063  0.916
   2.56139    -13.149095  0.622  0.051  0.033  0.017  0.000  0.109  0.000  0.039  0.059  0.931
   2.53686    -13.134594  0.628  0.054  0.032  0.017  0.000  0.115  0.000  0.040  0.054  0.939
   2.51234    -13.120725  0.633  0.056  0.030  0.017  0.000  0.121  0.000  0.040  0.049  0.946
   2.48781    -13.107394  0.636  0.059  0.028  0.017  0.000  0.127  0.000  0.039  0.044  0.950
   2.46328    -13.094636  0.639  0.062  0.025  0.016  0.000  0.133  0.000  0.038  0.039  0.952
   2.43876    -13.082387  0.641  0.065  0.024  0.015  0.000  0.140  0.000  0.035  0.035  0.954
   2.41423    -13.070654  0.642  0.068  0.022  0.014  0.000  0.148  0.000  0.032  0.030  0.957
   2.38971    -13.059482  0.644  0.071  0.021  0.012  0.000  0.156  0.000  0.028  0.026  0.957
   2.36518    -13.048855  0.645  0.075  0.019  0.010  0.000  0.164  0.000  0.024  0.021  0.958
   2.34066    -13.038758  0.646  0.078  0.018  0.008  0.000  0.172  0.000  0.020  0.018  0.959
   2.31613    -13.029294  0.647  0.081  0.016  0.006  0.000  0.179  0.000  0.015  0.014  0.960
   2.29161    -13.020456  0.648  0.084  0.015  0.005  0.000  0.186  0.000  0.011  0.011  0.961
   2.26708    -13.012310  0.648  0.087  0.013  0.003  0.000  0.193  0.000  0.008  0.009  0.961
   2.24256    -13.004876  0.648  0.089  0.012  0.002  0.000  0.198  0.000  0.005  0.007  0.962
   2.21803    -12.998195  0.648  0.091  0.013  0.001  0.000  0.202  0.000  0.003  0.005  0.963
   2.19351    -12.992339  0.648  0.092  0.012  0.001  0.000  0.206  0.000  0.002  0.003  0.963
   2.16898    -12.987331  0.648  0.093  0.012  0.000  0.000  0.208  0.000  0.001  0.002  0.963
   2.14446    -12.983174  0.647  0.094  0.012  0.000  0.000  0.210  0.000  0.000  0.001  0.964
   2.11993    -12.979932  0.647  0.094  0.011  0.000  0.000  0.212  0.000  0.000  0.001  0.965
   2.09541    -12.977604  0.646  0.094  0.011  0.000  0.000  0.213  0.000  0.000  0.000  0.965
   2.07088    -12.976204  0.647  0.094  0.011  0.000  0.000  0.213  0.000  0.000  0.000  0.965
   2.04635    -12.975724  0.647  0.094  0.011  0.000  0.000  0.213  0.000  0.000  0.000  0.965
   2.04635    -12.975724  0.647  0.094  0.011  0.000  0.000  0.213  0.000  0.000  0.000  0.965
   2.02900    -12.975885  0.647  0.094  0.011  0.000  0.000  0.213  0.000  0.000  0.000  0.965
   2.01165    -12.976433  0.647  0.094  0.011  0.000  0.000  0.213  0.000  0.000  0.000  0.965
   1.99430    -12.977317  0.648  0.094  0.011  0.000  0.000  0.212  0.000  0.000  0.001  0.965
   1.97695    -12.978578  0.648  0.094  0.011  0.000  0.000  0.211  0.000  0.000  0.001  0.964
   1.95960    -12.980212  0.648  0.093  0.012  0.000  0.000  0.209  0.000  0.000  0.002  0.964
   1.94225    -12.982198  0.649  0.093  0.012  0.000  0.000  0.208  0.000  0.000  0.003  0.964
   1.92489    -12.984569  0.650  0.092  0.012  0.000  0.000  0.205  0.000  0.000  0.004  0.963
   1.90754    -12.987305  0.651  0.091  0.013  0.000  0.000  0.203  0.000  0.000  0.005  0.963
   1.89019    -12.990423  0.652  0.090  0.013  0.000  0.000  0.200  0.000  0.000  0.006  0.962
   1.87284    -12.993940  0.653  0.089  0.014  0.000  0.000  0.197  0.000  0.000  0.008  0.962
   1.85549    -12.997857  0.655  0.088  0.014  0.000  0.000  0.194  0.000  0.000  0.009  0.961
   1.83814    -13.002219  0.656  0.087  0.015  0.000  0.000  0.191  0.000  0.000  0.011  0.961
   1.82079    -13.007002  0.658  0.086  0.016  0.000  0.000  0.187  0.000  0.000  0.013  0.960
   1.80343    -13.012225  0.660  0.085  0.017  0.000  0.000  0.183  0.000  0.000  0.015  0.959
   1.78608    -13.017878  0.662  0.083  0.017  0.000  0.000  0.179  0.000  0.000  0.017  0.959
   1.76873    -13.023973  0.663  0.082  0.018  0.000  0.000  0.174  0.000  0.000  0.020  0.958
   1.75138    -13.030539  0.666  0.080  0.020  0.000  0.000  0.169  0.000  0.000  0.022  0.957
   1.73403    -13.037569  0.668  0.078  0.021  0.000  0.000  0.164  0.000  0.000  0.025  0.957
   1.71668    -13.045037  0.671  0.076  0.022  0.000  0.000  0.159  0.000  0.000  0.028  0.955
   1.69933    -13.052982  0.672  0.075  0.023  0.000  0.000  0.154  0.000  0.000  0.031  0.954
   1.68197    -13.061396  0.675  0.073  0.024  0.000  0.000  0.149  0.000  0.000  0.034  0.954
   1.66462    -13.070245  0.677  0.070  0.025  0.000  0.000  0.143  0.000  0.000  0.037  0.953
