    -20.531  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
    -20.399  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
    -20.267  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
    -20.135  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
    -20.003  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
    -19.871  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
    -19.740  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
    -19.608  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
    -19.476  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
    -19.344  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
    -19.212  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
    -19.080  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
    -18.948  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
    -18.816  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
    -18.685  0.4276E+00  0.4272E+00  0.1932E-01  0.1927E-01
    -18.553  0.5853E+00  0.5851E+00  0.8861E-01  0.8853E-01
    -18.421  0.7208E+00  0.7205E+00  0.1728E+00  0.1727E+00
    -18.289  0.9920E+00  0.9917E+00  0.2831E+00  0.2829E+00
    -18.157  0.2940E+01  0.2942E+01  0.5070E+00  0.5066E+00
    -18.025  0.2246E+01  0.2246E+01  0.8168E+00  0.8165E+00
    -17.893  0.2556E+01  0.2554E+01  0.1125E+01  0.1125E+01
    -17.762  0.2741E+01  0.2743E+01  0.1553E+01  0.1553E+01
    -17.630  0.1908E+01  0.1909E+01  0.1849E+01  0.1848E+01
    -17.498  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -17.366  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -17.234  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -17.102  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -16.970  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -16.838  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -16.707  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -16.575  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -16.443  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -16.311  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -16.179  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -16.047  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -15.915  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -15.784  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -15.652  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -15.520  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -15.388  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -15.256  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -15.124  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -14.992  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -14.860  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -14.729  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -14.597  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -14.465  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -14.333  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -14.201  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -14.069  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -13.937  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -13.806  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -13.674  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -13.542  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -13.410  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -13.278  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -13.146  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -13.014  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -12.882  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -12.751  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -12.619  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
    -12.487  0.0000E+00  0.0000E+00  0.2000E+01  0.2000E+01
