#Distance(A) Planar-Average-Potential(eV)/Densitiy(e/A)
  0.0000            -0.00000
  0.0670            -0.00000
  0.1339            -0.00000
  0.2009            -0.00000
  0.2679            -0.00000
  0.3348            -0.00000
  0.4018            -0.00000
  0.4688            -0.00000
  0.5357            -0.00000
  0.6027            -0.00000
  0.6696            -0.00000
  0.7366            -0.00000
  0.8036            -0.00000
  0.8705            -0.00000
  0.9375            -0.00000
  1.0045            -0.00000
  1.0714            -0.00000
  1.1384            -0.00000
  1.2054            -0.00000
  1.2723             0.00000
  1.3393             0.00000
  1.4062             0.00000
  1.4732             0.00000
  1.5402             0.00000
  1.6071             0.00000
  1.6741             0.00000
  1.7411             0.00000
  1.8080             0.00000
  1.8750             0.00000
  1.9420             0.00000
  2.0089             0.00000
  2.0759             0.00000
  2.1429             0.00000
  2.2098             0.00000
  2.2768             0.00000
  2.3438             0.00000
  2.4107             0.00000
  2.4777             0.00000
  2.5446             0.00000
  2.6116             0.00000
  2.6786             0.00000
  2.7455             0.00000
  2.8125             0.00000
  2.8795             0.00000
  2.9464             0.00000
  3.0134             0.00000
  3.0804             0.00000
  3.1473             0.00000
  3.2143             0.00000
  3.2812             0.00000
  3.3482             0.00000
  3.4152             0.00000
  3.4821            -0.00000
  3.5491            -0.00000
  3.6161            -0.00000
  3.6830            -0.00000
  3.7500            -0.00000
  3.8170            -0.00000
  3.8839            -0.00000
  3.9509            -0.00000
  4.0179            -0.00000
  4.0848            -0.00000
  4.1518            -0.00000
  4.2188            -0.00000
  4.2857            -0.00000
  4.3527            -0.00000
  4.4196            -0.00000
  4.4866            -0.00000
  4.5536            -0.00000
  4.6205             0.00000
  4.6875             0.00000
  4.7545             0.00000
  4.8214             0.00000
  4.8884             0.00000
  4.9554             0.00000
  5.0223             0.00000
  5.0893             0.00000
  5.1562             0.00000
  5.2232             0.00000
  5.2902             0.00000
  5.3571             0.00000
  5.4241             0.00000
  5.4911             0.00000
  5.5580             0.00000
  5.6250             0.00000
  5.6920             0.00000
  5.7589             0.00000
  5.8259             0.00001
  5.8929             0.00001
  5.9598             0.00001
  6.0268             0.00001
  6.0938             0.00001
  6.1607             0.00001
  6.2277             0.00001
  6.2946             0.00001
  6.3616             0.00001
  6.4286             0.00001
  6.4955             0.00001
  6.5625             0.00001
  6.6295             0.00001
  6.6964             0.00001
  6.7634             0.00001
  6.8304             0.00001
  6.8973             0.00001
  6.9643             0.00001
  7.0312             0.00001
  7.0982             0.00001
  7.1652             0.00001
  7.2321             0.00001
  7.2991             0.00001
  7.3661             0.00001
  7.4330             0.00001
  7.5000             0.00001
  7.5670             0.00001
  7.6339             0.00001
  7.7009             0.00002
  7.7679             0.00002
  7.8348             0.00002
  7.9018             0.00002
  7.9688             0.00003
  8.0357             0.00003
  8.1027             0.00004
  8.1696             0.00005
  8.2366             0.00006
  8.3036             0.00007
  8.3705             0.00009
  8.4375             0.00010
  8.5045             0.00013
  8.5714             0.00015
  8.6384             0.00018
  8.7054             0.00022
  8.7723             0.00027
  8.8393             0.00033
  8.9062             0.00039
  8.9732             0.00048
  9.0402             0.00058
  9.1071             0.00070
  9.1741             0.00084
  9.2411             0.00101
  9.3080             0.00122
  9.3750             0.00147
  9.4420             0.00178
  9.5089             0.00214
  9.5759             0.00258
  9.6429             0.00310
  9.7098             0.00373
  9.7768             0.00449
  9.8438             0.00540
  9.9107             0.00649
  9.9777             0.00780
 10.0446             0.00937
 10.1116             0.01125
 10.1786             0.01350
 10.2455             0.01620
 10.3125             0.01944
 10.3795             0.02330
 10.4464             0.02793
 10.5134             0.03347
 10.5804             0.04009
 10.6473             0.04802
 10.7143             0.05749
 10.7812             0.06880
 10.8482             0.08232
 10.9152             0.09846
 10.9821             0.11773
 11.0491             0.14075
 11.1161             0.16824
 11.1830             0.20107
 11.2500             0.24028
 11.3170             0.28707
 11.3839             0.34292
 11.4509             0.40956
 11.5179             0.48907
 11.5848             0.58393
 11.6518             0.69708
 11.7188             0.83195
 11.7857             0.99259
 11.8527             1.18366
 11.9196             1.41060
 11.9866             1.67972
 12.0536             1.99823
 12.1205             2.37437
 12.1875             2.81731
 12.2545             3.33704
 12.3214             3.94408
 12.3884             4.64918
 12.4554             5.46299
 12.5223             6.39563
 12.5893             7.45596
 12.6562             8.64835
 12.7232             9.96815
 12.7902            11.39999
 12.8571            12.91953
 12.9241            14.49590
 12.9911            16.09488
 13.0580            17.68247
 13.1250            19.22878
 13.1920            20.71184
 13.2589            22.12081
 13.3259            23.45685
 13.3929            24.72971
 13.4598            25.95231
 13.5268            27.13571
 13.5938            28.28389
 13.6607            29.38939
 13.7277            30.43104
 13.7946            31.37463
 13.8616            32.17688
 13.9286            32.79199
 13.9955            33.17944
 14.0625            33.31145
